c,m,stage_degree,budget,t3,mt3,t4,mt4,t4_optimizer
8094,1,20803,1363238268,82562,82562,82165,82165,20803
8095,1,20802,1363172734,82560,82560,82163,82163,20802
8095,2,10401,340766400,41280,82560,41081,82162,10401
8096,1,20801,1363107200,82558,82558,82161,82161,20801
8097,1,20800,1363041666,82556,82556,82158,82158,20800
8097,2,10400,340733634,41278,82556,41079,82158,10400
8097,4,5200,85170018,20638,82552,20539,82156,5200
8097,8,2600,21285810,10318,82544,10269,82152,2600
8097,16,1300,5318106,5159,82544,5134,82144,1300
8098,1,20799,1362976132,82554,82554,82156,82156,20799
8099,1,20798,1362910598,82552,82552,82154,82154,20798
8099,2,10399,340700868,41276,82552,41076,82152,10399
8100,1,20797,1362845064,82550,82550,82151,82151,20797
8101,1,20796,1362779530,82548,82548,82149,82149,20796
8101,2,10398,340668102,41274,82548,41074,82148,10398
8101,4,5199,85153636,20636,82544,20536,82144,5199
8102,1,20795,1362713996,82546,82546,82146,82146,20795
8103,1,20794,1362648462,82544,82544,82144,82144,20794
8103,2,10397,340635336,41272,82544,41072,82144,10397
8104,1,20793,1362582928,82542,82542,82142,82142,20793
8105,1,20792,1362517394,82540,82540,82139,82139,20792
8105,2,10396,340602570,41270,82540,41069,82138,10396
8105,4,5198,85137254,20634,82536,20534,82136,5198
8105,8,2599,21277620,10316,82528,10266,82128,2599
8106,1,20791,1362451860,82538,82538,82137,82137,20791
8107,1,20790,1362386326,82536,82536,82135,82135,20790
8107,2,10395,340569804,41268,82536,41067,82134,10395
8108,1,20789,1362320792,82534,82534,82132,82132,20789
8109,1,20788,1362255258,82532,82532,82130,82130,20788
8109,2,10394,340537038,41266,82532,41064,82128,10394
8109,4,5197,85120872,20632,82528,20532,82128,5197
8110,1,20787,1362189724,82530,82530,82128,82128,20787
8111,1,20786,1362124190,82528,82528,82125,82125,20786
8111,2,10393,340504272,41264,82528,41062,82124,10393
8112,1,20785,1362058656,82527,82527,82123,82123,20785
8113,1,20784,1361993122,82525,82525,82121,82121,20784
8113,2,10392,340471506,41262,82524,41060,82120,10392
8113,4,5196,85104490,20630,82520,20529,82116,5196
8113,8,2598,21269430,10314,82512,10264,82112,2598
8113,16,1299,5314012,5157,82512,5131,82096,1299
8113,32,649,1325808,2577,82464,2564,82048,649
8113,64,324,330106,1287,82368,1280,81920,324
8114,1,20783,1361927588,82523,82523,82118,82118,20783
8115,1,20782,1361862054,82521,82521,82116,82116,20782
8115,2,10391,340438740,41260,82520,41057,82114,10391
8116,1,20781,1361796520,82519,82519,82114,82114,20781
8117,1,20780,1361730986,82517,82517,82111,82111,20780
8117,2,10390,340405974,41258,82516,41055,82110,10390
8117,4,5195,85088108,20628,82512,20527,82108,5195
8118,1,20779,1361665452,82515,82515,82109,82109,20779
8119,1,20778,1361599918,82513,82513,82107,82107,20778
8119,2,10389,340373208,41256,82512,41053,82106,10389
8120,1,20777,1361534384,82511,82511,82104,82104,20777
8121,1,20776,1361468850,82509,82509,82102,82102,20776
8121,2,10388,340340442,41254,82508,41050,82100,10388
8121,4,5194,85071726,20626,82504,20525,82100,5194
8121,8,2597,21261240,10312,82496,10262,82096,2597
8122,1,20775,1361403316,82507,82507,82100,82100,20775
8123,1,20774,1361337782,82505,82505,82097,82097,20774
8123,2,10387,340307676,41252,82504,41048,82096,10387
8124,1,20773,1361272248,82503,82503,82095,82095,20773
8125,1,20772,1361206714,82501,82501,82092,82092,20772
8125,2,10386,340274910,41250,82500,41046,82092,10386
8125,4,5193,85055344,20624,82496,20522,82088,5193
8126,1,20771,1361141180,82499,82499,82090,82090,20771
8127,1,20770,1361075646,82497,82497,82088,82088,20770
8127,2,10385,340242144,41248,82496,41043,82086,10385
8128,1,20769,1361010112,82495,82495,82085,82085,20769
8129,1,20768,1360944578,82493,82493,82083,82083,20768
8129,2,10384,340209378,41246,82492,41041,82082,10384
8129,4,5192,85038962,20622,82488,20520,82080,5192
8129,8,2596,21253050,10311,82488,10259,82072,2596
8129,16,1298,5309918,5155,82480,5129,82064,1298
8130,1,20767,1360879044,82491,82491,82081,82081,20767
8131,1,20766,1360813510,82489,82489,82078,82078,20766
8131,2,10383,340176612,41244,82488,41039,82078,10383
8132,1,20765,1360747976,82487,82487,82076,82076,20765
8133,1,20764,1360682442,82485,82485,82074,82074,20764
8133,2,10382,340143846,41242,82484,41036,82072,10382
8133,4,5191,85022580,20620,82480,20518,82072,5191
8134,1,20763,1360616908,82483,82483,82071,82071,20763
8135,1,20762,1360551374,82481,82481,82069,82069,20762
8135,2,10381,340111080,41240,82480,41034,82068,10381
8136,1,20761,1360485840,82479,82479,82067,82067,20761
8137,1,20760,1360420306,82477,82477,82064,82064,20760
8137,2,10380,340078314,41238,82476,41032,82064,10380
8137,4,5190,85006198,20618,82472,20515,82060,5190
8137,8,2595,21244860,10309,82472,10257,82056,2595
8138,1,20759,1360354772,82475,82475,82062,82062,20759
8139,1,20758,1360289238,82473,82473,82060,82060,20758
8139,2,10379,340045548,41236,82472,41029,82058,10379
8140,1,20757,1360223704,82471,82471,82057,82057,20757
8141,1,20756,1360158170,82469,82469,82055,82055,20756
8141,2,10378,340012782,41234,82468,41027,82054,10378
8141,4,5189,84989816,20616,82464,20513,82052,5189
8142,1,20755,1360092636,82467,82467,82053,82053,20755
8143,1,20754,1360027102,82465,82465,82050,82050,20754
8143,2,10377,339980016,41232,82464,41025,82050,10377
8144,1,20753,1359961568,82463,82463,82048,82048,20753
8145,1,20752,1359896034,82461,82461,82045,82045,20752
8145,2,10376,339947250,41230,82460,41022,82044,10376
8145,4,5188,84973434,20614,82456,20511,82044,5188
8145,8,2594,21236670,10307,82456,10255,82040,2594
8145,16,1297,5305824,5153,82448,5127,82032,1297
8145,32,648,1323762,2575,82400,2562,81984,648
8146,1,20751,1359830500,82459,82459,82043,82043,20751
8147,1,20750,1359764966,82457,82457,82041,82041,20750
8147,2,10375,339914484,41228,82456,41020,82040,10375
8148,1,20749,1359699432,82455,82455,82038,82038,20749
8149,1,20748,1359633898,82453,82453,82036,82036,20748
8149,2,10374,339881718,41226,82452,41017,82034,10374
8149,4,5187,84957052,20612,82448,20508,82032,5187
8150,1,20747,1359568364,82451,82451,82034,82034,20747
8151,1,20746,1359502830,82449,82449,82031,82031,20746
8151,2,10373,339848952,41224,82448,41015,82030,10373
8152,1,20745,1359437296,82447,82447,82029,82029,20745
8153,1,20744,1359371762,82445,82445,82027,82027,20744
8153,2,10372,339816186,41222,82444,41013,82026,10372
8153,4,5186,84940670,20610,82440,20506,82024,5186
8153,8,2593,21228480,10305,82440,10252,82016,2593
8154,1,20743,1359306228,82443,82443,82024,82024,20743
8155,1,20742,1359240694,82441,82441,82022,82022,20742
8155,2,10371,339783420,41220,82440,41010,82020,10371
8156,1,20741,1359175160,82439,82439,82020,82020,20741
8157,1,20740,1359109626,82437,82437,82017,82017,20740
8157,2,10370,339750654,41218,82436,41008,82016,10370
8157,4,5185,84924288,20608,82432,20503,82012,5185
8158,1,20739,1359044092,82435,82435,82015,82015,20739
8159,1,20738,1358978558,82433,82433,82013,82013,20738
8159,2,10369,339717888,41216,82432,41006,82012,10369
8160,1,20737,1358913024,82431,82431,82010,82010,20737
8161,1,20736,1358847490,82429,82429,82008,82008,20736
8161,2,10368,339685122,41214,82428,41003,82006,10368
8161,4,5184,84907906,20606,82424,20501,82004,5184
8161,8,2592,21220290,10303,82424,10250,82000,2592
8161,16,1296,5301730,5151,82416,5124,81984,1296
8162,1,20735,1358781956,82427,82427,82006,82006,20735
8163,1,20734,1358716422,82425,82425,82003,82003,20734
8163,2,10367,339652356,41212,82424,41001,82002,10367
8164,1,20733,1358650888,82423,82423,82001,82001,20733
8165,1,20732,1358585354,82421,82421,81998,81998,20732
8165,2,10366,339619590,41210,82420,40999,81998,10366
8165,4,5183,84891524,20604,82416,20499,81996,5183
8166,1,20731,1358519820,82419,82419,81996,81996,20731
8167,1,20730,1358454286,82417,82417,81994,81994,20730
8167,2,10365,339586824,41208,82416,40996,81992,10365
8168,1,20729,1358388752,82415,82415,81991,81991,20729
8169,1,20728,1358323218,82413,82413,81989,81989,20728
8169,2,10364,339554058,41206,82412,40994,81988,10364
8169,4,5182,84875142,20602,82408,20496,81984,5182
8169,8,2591,21212100,10301,82408,10248,81984,2591
8170,1,20727,1358257684,82411,82411,81987,81987,20727
8171,1,20726,1358192150,82409,82409,81984,81984,20726
8171,2,10363,339521292,41204,82408,40992,81984,10363
8172,1,20725,1358126616,82407,82407,81982,81982,20725
8173,1,20724,1358061082,82405,82405,81980,81980,20724
8173,2,10362,339488526,41202,82404,40989,81978,10362
8173,4,5181,84858760,20600,82400,20494,81976,5181
8174,1,20723,1357995548,82403,82403,81977,81977,20723
8175,1,20722,1357930014,82401,82401,81975,81975,20722
8175,2,10361,339455760,41200,82400,40987,81974,10361
8176,1,20721,1357864480,82399,82399,81973,81973,20721
8177,1,20720,1357798946,82397,82397,81970,81970,20720
8177,2,10360,339422994,41198,82396,40985,81970,10360
8177,4,5180,84842378,20598,82392,20492,81968,5180
8177,8,2590,21203910,10299,82392,10245,81960,2590
8177,16,1295,5297636,5149,82384,5122,81952,1295
8177,32,647,1321716,2573,82336,2559,81888,647
8177,64,323,329084,1285,82240,1278,81792,323
8177,128,161,81600,641,82048,637,81536,161
8178,1,20719,1357733412,82395,82395,81968,81968,20719
8179,1,20718,1357667878,82393,82393,81966,81966,20718
8179,2,10359,339390228,41196,82392,40982,81964,10359
8180,1,20717,1357602344,82391,82391,81963,81963,20717
8181,1,20716,1357536810,82389,82389,81961,81961,20716
8181,2,10358,339357462,41194,82388,40980,81960,10358
8181,4,5179,84825996,20596,82384,20489,81956,5179
8182,1,20715,1357471276,82387,82387,81958,81958,20715
8183,1,20714,1357405742,82385,82385,81956,81956,20714
8183,2,10357,339324696,41192,82384,40978,81956,10357
8184,1,20713,1357340208,82383,82383,81954,81954,20713
8185,1,20712,1357274674,82381,82381,81951,81951,20712
8185,2,10356,339291930,41190,82380,40975,81950,10356
8185,4,5178,84809614,20594,82376,20487,81948,5178
8185,8,2589,21195720,10297,82376,10243,81944,2589
8186,1,20711,1357209140,82379,82379,81949,81949,20711
8187,1,20710,1357143606,82377,82377,81947,81947,20710
8187,2,10355,339259164,41188,82376,40973,81946,10355
8188,1,20709,1357078072,82375,82375,81944,81944,20709
8189,1,20708,1357012538,82373,82373,81942,81942,20708
8189,2,10354,339226398,41186,82372,40970,81940,10354
8189,4,5177,84793232,20592,82368,20485,81940,5177
8190,1,20707,1356947004,82372,82372,81940,81940,20707
8191,1,20706,1356881470,82370,82370,81937,81937,20706
8191,2,10353,339193632,41184,82368,40968,81936,10353
8192,1,20705,1356815936,82368,82368,81935,81935,20705
8193,1,20704,1356750402,82366,82366,81933,81933,20704
8193,2,10352,339160866,41182,82364,40966,81932,10352
8193,4,5176,84776850,20590,82360,20482,81928,5176
8193,8,2588,21187530,10295,82360,10241,81928,2588
8193,16,1294,5293542,5147,82352,5120,81920,1294
8194,1,20703,1356684868,82364,82364,81930,81930,20703
8195,1,20702,1356619334,82362,82362,81928,81928,20702
8195,2,10351,339128100,41180,82360,40963,81926,10351
8196,1,20701,1356553800,82360,82360,81926,81926,20701
8197,1,20700,1356488266,82358,82358,81923,81923,20700
8197,2,10350,339095334,41178,82356,40961,81922,10350
8197,4,5175,84760468,20588,82352,20480,81920,5175
8198,1,20699,1356422732,82356,82356,81921,81921,20699
8199,1,20698,1356357198,82354,82354,81919,81919,20698
8199,2,10349,339062568,41176,82352,40959,81918,10349
8200,1,20697,1356291664,82352,82352,81916,81916,20697
8201,1,20696,1356226130,82350,82350,81914,81914,20696
8201,2,10348,339029802,41174,82348,40956,81912,10348
8201,4,5174,84744086,20586,82344,20478,81912,5174
8201,8,2587,21179340,10293,82344,10238,81904,2587
8202,1,20695,1356160596,82348,82348,81911,81911,20695
8203,1,20694,1356095062,82346,82346,81909,81909,20694
8203,2,10347,338997036,41172,82344,40954,81908,10347
8204,1,20693,1356029528,82344,82344,81907,81907,20693
8205,1,20692,1355963994,82342,82342,81904,81904,20692
8205,2,10346,338964270,41170,82340,40952,81904,10346
8205,4,5173,84727704,20584,82336,20475,81900,5173
8206,1,20691,1355898460,82340,82340,81902,81902,20691
8207,1,20690,1355832926,82338,82338,81900,81900,20690
8207,2,10345,338931504,41168,82336,40949,81898,10345
8208,1,20689,1355767392,82336,82336,81897,81897,20689
8209,1,20688,1355701858,82334,82334,81895,81895,20688
8209,2,10344,338898738,41166,82332,40947,81894,10344
8209,4,5172,84711322,20582,82328,20473,81892,5172
8209,8,2586,21171150,10291,82328,10236,81888,2586
8209,16,1293,5289448,5145,82320,5117,81872,1293
8209,32,646,1319670,2571,82272,2557,81824,646
8210,1,20687,1355636324,82332,82332,81893,81893,20687
8211,1,20686,1355570790,82330,82330,81890,81890,20686
8211,2,10343,338865972,41164,82328,40945,81890,10343
8212,1,20685,1355505256,82328,82328,81888,81888,20685
8213,1,20684,1355439722,82326,82326,81886,81886,20684
8213,2,10342,338833206,41162,82324,40942,81884,10342
8213,4,5171,84694940,20581,82324,20471,81884,5171
8214,1,20683,1355374188,82324,82324,81883,81883,20683
8215,1,20682,1355308654,82322,82322,81881,81881,20682
8215,2,10341,338800440,41160,82320,40940,81880,10341
8216,1,20681,1355243120,82320,82320,81879,81879,20681
8217,1,20680,1355177586,82318,82318,81876,81876,20680
8217,2,10340,338767674,41158,82316,40938,81876,10340
8217,4,5170,84678558,20579,82316,20468,81872,5170
8217,8,2585,21162960,10289,82312,10234,81872,2585
8218,1,20679,1355112052,82316,82316,81874,81874,20679
8219,1,20678,1355046518,82314,82314,81871,81871,20678
8219,2,10339,338734908,41156,82312,40935,81870,10339
8220,1,20677,1354980984,82312,82312,81869,81869,20677
8221,1,20676,1354915450,82310,82310,81867,81867,20676
8221,2,10338,338702142,41154,82308,40933,81866,10338
8221,4,5169,84662176,20577,82308,20466,81864,5169
8222,1,20675,1354849916,82308,82308,81864,81864,20675
8223,1,20674,1354784382,82306,82306,81862,81862,20674
8223,2,10337,338669376,41152,82304,40930,81860,10337
8224,1,20673,1354718848,82304,82304,81860,81860,20673
8225,1,20672,1354653314,82302,82302,81857,81857,20672
8225,2,10336,338636610,41150,82300,40928,81856,10336
8225,4,5168,84645794,20575,82300,20463,81852,5168
8225,8,2584,21154770,10287,82296,10231,81848,2584
8225,16,1292,5285354,5143,82288,5115,81840,1292
8226,1,20671,1354587780,82300,82300,81855,81855,20671
8227,1,20670,1354522246,82298,82298,81853,81853,20670
8227,2,10335,338603844,41148,82296,40926,81852,10335
8228,1,20669,1354456712,82296,82296,81850,81850,20669
8229,1,20668,1354391178,82294,82294,81848,81848,20668
8229,2,10334,338571078,41146,82292,40923,81846,10334
8229,4,5167,84629412,20573,82292,20461,81844,5167
8230,1,20667,1354325644,82292,82292,81846,81846,20667
8231,1,20666,1354260110,82290,82290,81843,81843,20666
8231,2,10333,338538312,41144,82288,40921,81842,10333
8232,1,20665,1354194576,82288,82288,81841,81841,20665
8233,1,20664,1354129042,82286,82286,81839,81839,20664
8233,2,10332,338505546,41142,82284,40919,81838,10332
8233,4,5166,84613030,20571,82284,20459,81836,5166
8233,8,2583,21146580,10285,82280,10229,81832,2583
8234,1,20663,1354063508,82284,82284,81836,81836,20663
8235,1,20662,1353997974,82282,82282,81834,81834,20662
8235,2,10331,338472780,41140,82280,40916,81832,10331
8236,1,20661,1353932440,82280,82280,81831,81831,20661
8237,1,20660,1353866906,82278,82278,81829,81829,20660
8237,2,10330,338440014,41138,82276,40914,81828,10330
8237,4,5165,84596648,20569,82276,20456,81824,5165
8238,1,20659,1353801372,82276,82276,81827,81827,20659
8239,1,20658,1353735838,82274,82274,81824,81824,20658
8239,2,10329,338407248,41136,82272,40912,81824,10329
8240,1,20657,1353670304,82272,82272,81822,81822,20657
8241,1,20656,1353604770,82270,82270,81820,81820,20656
8241,2,10328,338374482,41134,82268,40909,81818,10328
8241,4,5164,84580266,20567,82268,20454,81816,5164
8241,8,2582,21138390,10283,82264,10226,81808,2582
8241,16,1291,5281260,5141,82256,5113,81808,1291
8241,32,645,1317624,2569,82208,2555,81760,645
8241,64,322,328062,1283,82112,1276,81664,322
8242,1,20655,1353539236,82268,82268,81817,81817,20655
8243,1,20654,1353473702,82266,82266,81815,81815,20654
8243,2,10327,338341716,41132,82264,40907,81814,10327
8244,1,20653,1353408168,82264,82264,81813,81813,20653
8245,1,20652,1353342634,82262,82262,81810,81810,20652
8245,2,10326,338308950,41130,82260,40905,81810,10326
8245,4,5163,84563884,20565,82260,20452,81808,5163
8246,1,20651,1353277100,82260,82260,81808,81808,20651
8247,1,20650,1353211566,82258,82258,81806,81806,20650
8247,2,10325,338276184,41128,82256,40902,81804,10325
8248,1,20649,1353146032,82256,82256,81803,81803,20649
8249,1,20648,1353080498,82254,82254,81801,81801,20648
8249,2,10324,338243418,41126,82252,40900,81800,10324
8249,4,5162,84547502,20563,82252,20449,81796,5162
8249,8,2581,21130200,10281,82248,10224,81792,2581
8250,1,20647,1353014964,82252,82252,81798,81798,20647
8251,1,20646,1352949430,82250,82250,81796,81796,20646
8251,2,10323,338210652,41124,82248,40898,81796,10323
8252,1,20645,1352883896,82248,82248,81794,81794,20645
8253,1,20644,1352818362,82246,82246,81791,81791,20644
8253,2,10322,338177886,41122,82244,40895,81790,10322
8253,4,5161,84531120,20561,82244,20447,81788,5161
8254,1,20643,1352752828,82244,82244,81789,81789,20643
8255,1,20642,1352687294,82242,82242,81787,81787,20642
8255,2,10321,338145120,41120,82240,40893,81786,10321
8256,1,20641,1352621760,82240,82240,81784,81784,20641
8257,1,20640,1352556226,82238,82238,81782,81782,20640
8257,2,10320,338112354,41118,82236,40890,81780,10320
8257,4,5160,84514738,20559,82236,20445,81780,5160
8257,8,2580,21122010,10279,82232,10222,81776,2580
8257,16,1290,5277166,5139,82224,5110,81760,1290
8258,1,20639,1352490692,82236,82236,81780,81780,20639
8259,1,20638,1352425158,82234,82234,81777,81777,20638
8259,2,10319,338079588,41116,82232,40888,81776,10319
8260,1,20637,1352359624,82232,82232,81775,81775,20637
8261,1,20636,1352294090,82230,82230,81773,81773,20636
8261,2,10318,338046822,41114,82228,40886,81772,10318
8261,4,5159,84498356,20557,82228,20442,81768,5159
8262,1,20635,1352228556,82228,82228,81770,81770,20635
8263,1,20634,1352163022,82226,82226,81768,81768,20634
8263,2,10317,338014056,41112,82224,40883,81766,10317
8264,1,20633,1352097488,82224,82224,81766,81766,20633
8265,1,20632,1352031954,82222,82222,81763,81763,20632
8265,2,10316,337981290,41110,82220,40881,81762,10316
8265,4,5158,84481974,20555,82220,20440,81760,5158
8265,8,2579,21113820,10277,82216,10219,81752,2579
8266,1,20631,1351966420,82220,82220,81761,81761,20631
8267,1,20630,1351900886,82218,82218,81758,81758,20630
8267,2,10315,337948524,41108,82216,40879,81758,10315
8268,1,20629,1351835352,82216,82216,81756,81756,20629
8269,1,20628,1351769818,82214,82214,81754,81754,20628
8269,2,10314,337915758,41106,82212,40876,81752,10314
8269,4,5157,84465592,20553,82212,20438,81752,5157
8270,1,20627,1351704284,82212,82212,81751,81751,20627
8271,1,20626,1351638750,82210,82210,81749,81749,20626
8271,2,10313,337882992,41104,82208,40874,81748,10313
8272,1,20625,1351573216,82208,82208,81747,81747,20625
8273,1,20624,1351507682,82206,82206,81744,81744,20624
8273,2,10312,337850226,41103,82206,40872,81744,10312
8273,4,5156,84449210,20551,82204,20435,81740,5156
8273,8,2578,21105630,10275,82200,10217,81736,2578
8273,16,1289,5273072,5137,82192,5108,81728,1289
8273,32,644,1315578,2567,82144,2552,81664,644
8274,1,20623,1351442148,82204,82204,81742,81742,20623
8275,1,20622,1351376614,82202,82202,81740,81740,20622
8275,2,10311,337817460,41101,82202,40869,81738,10311
8276,1,20621,1351311080,82200,82200,81737,81737,20621
8277,1,20620,1351245546,82198,82198,81735,81735,20620
8277,2,10310,337784694,41099,82198,40867,81734,10310
8277,4,5155,84432828,20549,82196,20433,81732,5155
8278,1,20619,1351180012,82196,82196,81733,81733,20619
8279,1,20618,1351114478,82194,82194,81730,81730,20618
8279,2,10309,337751928,41097,82194,40865,81730,10309
8280,1,20617,1351048944,82192,82192,81728,81728,20617
8281,1,20616,1350983410,82190,82190,81725,81725,20616
8281,2,10308,337719162,41095,82190,40862,81724,10308
8281,4,5154,84416446,20547,82188,20431,81724,5154
8281,8,2577,21097440,10273,82184,10215,81720,2577
8282,1,20615,1350917876,82188,82188,81723,81723,20615
8283,1,20614,1350852342,82186,82186,81721,81721,20614
8283,2,10307,337686396,41093,82186,40860,81720,10307
8284,1,20613,1350786808,82184,82184,81718,81718,20613
8285,1,20612,1350721274,82182,82182,81716,81716,20612
8285,2,10306,337653630,41091,82182,40857,81714,10306
8285,4,5153,84400064,20545,82180,20428,81712,5153
8286,1,20611,1350655740,82180,82180,81714,81714,20611
8287,1,20610,1350590206,82178,82178,81711,81711,20610
8287,2,10305,337620864,41089,82178,40855,81710,10305
8288,1,20609,1350524672,82176,82176,81709,81709,20609
8289,1,20608,1350459138,82174,82174,81707,81707,20608
8289,2,10304,337588098,41087,82174,40853,81706,10304
8289,4,5152,84383682,20543,82172,20426,81704,5152
8289,8,2576,21089250,10271,82168,10212,81696,2576
8289,16,1288,5268978,5135,82160,5106,81696,1288
8290,1,20607,1350393604,82172,82172,81704,81704,20607
8291,1,20606,1350328070,82170,82170,81702,81702,20606
8291,2,10303,337555332,41085,82170,40850,81700,10303
8292,1,20605,1350262536,82168,82168,81700,81700,20605
8293,1,20604,1350197002,82166,82166,81697,81697,20604
8293,2,10302,337522566,41083,82166,40848,81696,10302
8293,4,5151,84367300,20541,82164,20423,81692,5151
8294,1,20603,1350131468,82164,82164,81695,81695,20603
8295,1,20602,1350065934,82162,82162,81693,81693,20602
8295,2,10301,337489800,41081,82162,40846,81692,10301
8296,1,20601,1350000400,82160,82160,81690,81690,20601
8297,1,20600,1349934866,82158,82158,81688,81688,20600
8297,2,10300,337457034,41079,82158,40843,81686,10300
8297,4,5150,84350918,20539,82156,20421,81684,5150
8297,8,2575,21081060,10269,82152,10210,81680,2575
8298,1,20599,1349869332,82156,82156,81685,81685,20599
8299,1,20598,1349803798,82154,82154,81683,81683,20598
8299,2,10299,337424268,41077,82154,40841,81682,10299
8300,1,20597,1349738264,82152,82152,81681,81681,20597
8301,1,20596,1349672730,82150,82150,81678,81678,20596
8301,2,10298,337391502,41075,82150,40839,81678,10298
8301,4,5149,84334536,20537,82148,20419,81676,5149
8302,1,20595,1349607196,82148,82148,81676,81676,20595
8303,1,20594,1349541662,82146,82146,81674,81674,20594
8303,2,10297,337358736,41073,82146,40836,81672,10297
8304,1,20593,1349476128,82144,82144,81671,81671,20593
8305,1,20592,1349410594,82142,82142,81669,81669,20592
8305,2,10296,337325970,41071,82142,40834,81668,10296
8305,4,5148,84318154,20535,82140,20416,81664,5148
8305,8,2574,21072870,10267,82136,10208,81664,2574
8305,16,1287,5264884,5133,82128,5103,81648,1287
8305,32,643,1313532,2565,82080,2550,81600,643
8305,64,321,327040,1281,81984,1273,81472,321
8305,128,160,81090,639,81792,635,81280,160
8305,256,80,20066,319,81664,317,81152,80
8305,512,40,4914,159,81408,158,80896,40
8305,1024,20,1178,79,80896,78,79872,20
8305,2048,10,270,39,79872,39,79872,10
8306,1,20591,1349345060,82140,82140,81667,81667,20591
8307,1,20590,1349279526,82138,82138,81664,81664,20590
8307,2,10295,337293204,41069,82138,40832,81664,10295
8308,1,20589,1349213992,82136,82136,81662,81662,20589
8309,1,20588,1349148458,82134,82134,81660,81660,20588
8309,2,10294,337260438,41067,82134,40829,81658,10294
8309,4,5147,84301772,20533,82132,20414,81656,5147
8310,1,20587,1349082924,82132,82132,81657,81657,20587
8311,1,20586,1349017390,82130,82130,81655,81655,20586
8311,2,10293,337227672,41065,82130,40827,81654,10293
8312,1,20585,1348951856,82128,82128,81652,81652,20585
8313,1,20584,1348886322,82126,82126,81650,81650,20584
8313,2,10292,337194906,41063,82126,40824,81648,10292
8313,4,5146,84285390,20531,82124,20412,81648,5146
8313,8,2573,21064680,10265,82120,10205,81640,2573
8314,1,20583,1348820788,82124,82124,81648,81648,20583
8315,1,20582,1348755254,82122,82122,81645,81645,20582
8315,2,10291,337162140,41061,82122,40822,81644,10291
8316,1,20581,1348689720,82121,82121,81643,81643,20581
8317,1,20580,1348624186,82119,82119,81641,81641,20580
8317,2,10290,337129374,41059,82118,40820,81640,10290
8317,4,5145,84269008,20529,82116,20409,81636,5145
8318,1,20579,1348558652,82117,82117,81638,81638,20579
8319,1,20578,1348493118,82115,82115,81636,81636,20578
8319,2,10289,337096608,41057,82114,40817,81634,10289
8320,1,20577,1348427584,82113,82113,81634,81634,20577
8321,1,20576,1348362050,82111,82111,81631,81631,20576
8321,2,10288,337063842,41055,82110,40815,81630,10288
8321,4,5144,84252626,20527,82108,20407,81628,5144
8321,8,2572,21056490,10263,82104,10203,81624,2572
8321,16,1286,5260790,5131,82096,5101,81616,1286
8322,1,20575,1348296516,82109,82109,81629,81629,20575
8323,1,20574,1348230982,82107,82107,81627,81627,20574
8323,2,10287,337031076,41053,82106,40813,81626,10287
8324,1,20573,1348165448,82105,82105,81624,81624,20573
8325,1,20572,1348099914,82103,82103,81622,81622,20572
8325,2,10286,336998310,41051,82102,40810,81620,10286
8325,4,5143,84236244,20525,82100,20405,81620,5143
8326,1,20571,1348034380,82101,82101,81619,81619,20571
8327,1,20570,1347968846,82099,82099,81617,81617,20570
8327,2,10285,336965544,41049,82098,40808,81616,10285
8328,1,20569,1347903312,82097,82097,81615,81615,20569
8329,1,20568,1347837778,82095,82095,81612,81612,20568
8329,2,10284,336932778,41047,82094,40806,81612,10284
8329,4,5142,84219862,20523,82092,20402,81608,5142
8329,8,2571,21048300,10261,82088,10201,81608,2571
8330,1,20567,1347772244,82093,82093,81610,81610,20567
8331,1,20566,1347706710,82091,82091,81608,81608,20566
8331,2,10283,336900012,41045,82090,40803,81606,10283
8332,1,20565,1347641176,82089,82089,81605,81605,20565
8333,1,20564,1347575642,82087,82087,81603,81603,20564
8333,2,10282,336867246,41043,82086,40801,81602,10282
8333,4,5141,84203480,20521,82084,20400,81600,5141
8334,1,20563,1347510108,82085,82085,81601,81601,20563
8335,1,20562,1347444574,82083,82083,81598,81598,20562
8335,2,10281,336834480,41041,82082,40799,81598,10281
8336,1,20561,1347379040,82081,82081,81596,81596,20561
8337,1,20560,1347313506,82079,82079,81594,81594,20560
8337,2,10280,336801714,41039,82078,40796,81592,10280
8337,4,5140,84187098,20519,82076,20398,81592,5140
8337,8,2570,21040110,10259,82072,10198,81584,2570
8337,16,1285,5256696,5129,82064,5099,81584,1285
8337,32,642,1311486,2563,82016,2548,81536,642
8338,1,20559,1347247972,82077,82077,81591,81591,20559
8339,1,20558,1347182438,82075,82075,81589,81589,20558
8339,2,10279,336768948,41037,82074,40794,81588,10279
8340,1,20557,1347116904,82073,82073,81586,81586,20557
8341,1,20556,1347051370,82071,82071,81584,81584,20556
8341,2,10278,336736182,41035,82070,40791,81582,10278
8341,4,5139,84170716,20517,82068,20395,81580,5139
8342,1,20555,1346985836,82069,82069,81582,81582,20555
8343,1,20554,1346920302,82067,82067,81579,81579,20554
8343,2,10277,336703416,41033,82066,40789,81578,10277
8344,1,20553,1346854768,82065,82065,81577,81577,20553
8345,1,20552,1346789234,82063,82063,81575,81575,20552
8345,2,10276,336670650,41031,82062,40787,81574,10276
8345,4,5138,84154334,20515,82060,20393,81572,5138
8345,8,2569,21031920,10257,82056,10196,81568,2569
8346,1,20551,1346723700,82061,82061,81572,81572,20551
8347,1,20550,1346658166,82059,82059,81570,81570,20550
