c,m,stage_degree,budget,t3,mt3,t4,mt4,t4_optimizer
263,2,14317,469078056,48431,96862,49723,99446,14317
264,1,28633,1876369488,96862,96862,99446,99446,28633
265,1,28632,1876303954,96860,96860,99444,99444,28632
265,2,14316,469045290,48430,96860,49721,99442,14316
265,4,7158,117245974,24214,96856,24860,99440,7158
265,8,3579,29303820,12107,96856,12430,99440,3579
266,1,28631,1876238420,96859,96859,99442,99442,28631
267,1,28630,1876172886,96857,96857,99440,99440,28630
267,2,14315,469012524,48428,96856,49719,99438,14315
268,1,28629,1876107352,96855,96855,99437,99437,28629
269,1,28628,1876041818,96853,96853,99435,99435,28628
269,2,14314,468979758,48426,96852,49717,99434,14314
269,4,7157,117229592,24212,96848,24858,99432,7157
270,1,28627,1875976284,96852,96852,99433,99433,28627
271,1,28626,1875910750,96850,96850,99431,99431,28626
271,2,14313,468946992,48424,96848,49715,99430,14313
272,1,28625,1875845216,96848,96848,99429,99429,28625
273,1,28624,1875779682,96847,96847,99427,99427,28624
273,2,14312,468914226,48423,96846,49713,99426,14312
273,4,7156,117213210,24211,96844,24856,99424,7156
273,8,3578,29295630,12105,96840,12428,99424,3578
273,16,1789,7320072,6052,96832,6213,99408,1789
273,32,894,1827078,3024,96768,3105,99360,894
274,1,28623,1875714148,96845,96845,99425,99425,28623
275,1,28622,1875648614,96843,96843,99423,99423,28622
275,2,14311,468881460,48421,96842,49711,99422,14311
276,1,28621,1875583080,96842,96842,99421,99421,28621
277,1,28620,1875517546,96840,96840,99419,99419,28620
277,2,14310,468848694,48419,96838,49709,99418,14310
277,4,7155,117196828,24209,96836,24854,99416,7155
278,1,28619,1875452012,96838,96838,99417,99417,28619
279,1,28618,1875386478,96837,96837,99415,99415,28618
279,2,14309,468815928,48418,96836,49707,99414,14309
280,1,28617,1875320944,96835,96835,99412,99412,28617
281,1,28616,1875255410,96833,96833,99410,99410,28616
281,2,14308,468783162,48416,96832,49705,99410,14308
281,4,7154,117180446,24207,96828,24852,99408,7154
281,8,3577,29287440,12103,96824,12425,99400,3577
282,1,28615,1875189876,96831,96831,99408,99408,28615
283,1,28614,1875124342,96830,96830,99406,99406,28614
283,2,14307,468750396,48414,96828,49703,99406,14307
284,1,28613,1875058808,96828,96828,99404,99404,28613
285,1,28612,1874993274,96826,96826,99402,99402,28612
285,2,14306,468717630,48413,96826,49700,99400,14306
285,4,7153,117164064,24206,96824,24850,99400,7153
286,1,28611,1874927740,96825,96825,99400,99400,28611
287,1,28610,1874862206,96823,96823,99398,99398,28610
287,2,14305,468684864,48411,96822,49698,99396,14305
288,1,28609,1874796672,96821,96821,99396,99396,28609
289,1,28608,1874731138,96820,96820,99394,99394,28608
289,2,14304,468652098,48409,96818,49696,99392,14304
289,4,7152,117147682,24204,96816,24848,99392,7152
289,8,3576,29279250,12101,96808,12423,99384,3576
289,16,1788,7315978,6050,96800,6211,99376,1788
290,1,28607,1874665604,96818,96818,99392,99392,28607
291,1,28606,1874600070,96816,96816,99389,99389,28606
291,2,14303,468619332,48408,96816,49694,99388,14303
292,1,28605,1874534536,96815,96815,99387,99387,28605
293,1,28604,1874469002,96813,96813,99385,99385,28604
293,2,14302,468586566,48406,96812,49692,99384,14302
293,4,7151,117131300,24202,96808,24846,99384,7151
294,1,28603,1874403468,96811,96811,99383,99383,28603
295,1,28602,1874337934,96809,96809,99381,99381,28602
295,2,14301,468553800,48404,96808,49690,99380,14301
296,1,28601,1874272400,96808,96808,99379,99379,28601
297,1,28600,1874206866,96806,96806,99377,99377,28600
297,2,14300,468521034,48402,96804,49688,99376,14300
297,4,7150,117114918,24201,96804,24843,99372,7150
297,8,3575,29271060,12100,96800,12421,99368,3575
298,1,28599,1874141332,96804,96804,99375,99375,28599
299,1,28598,1874075798,96803,96803,99373,99373,28598
299,2,14299,468488268,48401,96802,49686,99372,14299
300,1,28597,1874010264,96801,96801,99371,99371,28597
301,1,28596,1873944730,96799,96799,99369,99369,28596
301,2,14298,468455502,48399,96798,49684,99368,14298
301,4,7149,117098536,24199,96796,24841,99364,7149
302,1,28595,1873879196,96798,96798,99367,99367,28595
303,1,28594,1873813662,96796,96796,99364,99364,28594
303,2,14297,468422736,48397,96794,49682,99364,14297
304,1,28593,1873748128,96794,96794,99362,99362,28593
305,1,28592,1873682594,96793,96793,99360,99360,28592
305,2,14296,468389970,48396,96792,49680,99360,14296
305,4,7148,117082154,24197,96788,24839,99356,7148
305,8,3574,29262870,12098,96784,12419,99352,3574
305,16,1787,7311884,6048,96768,6209,99344,1787
305,32,893,1825032,3023,96736,3103,99296,893
305,64,446,454790,1510,96640,1550,99200,446
306,1,28591,1873617060,96791,96791,99358,99358,28591
307,1,28590,1873551526,96789,96789,99356,99356,28590
307,2,14295,468357204,48394,96788,49678,99356,14295
308,1,28589,1873485992,96787,96787,99354,99354,28589
309,1,28588,1873420458,96786,96786,99352,99352,28588
309,2,14294,468324438,48392,96784,49675,99350,14294
309,4,7147,117065772,24196,96784,24837,99348,7147
310,1,28587,1873354924,96784,96784,99350,99350,28587
311,1,28586,1873289390,96782,96782,99348,99348,28586
311,2,14293,468291672,48391,96782,49673,99346,14293
312,1,28585,1873223856,96781,96781,99346,99346,28585
313,1,28584,1873158322,96779,96779,99344,99344,28584
313,2,14292,468258906,48389,96778,49671,99342,14292
313,4,7146,117049390,24194,96776,24835,99340,7146
313,8,3573,29254680,12096,96768,12417,99336,3573
314,1,28583,1873092788,96777,96777,99341,99341,28583
315,1,28582,1873027254,96776,96776,99339,99339,28582
315,2,14291,468226140,48387,96774,49669,99338,14291
316,1,28581,1872961720,96774,96774,99337,99337,28581
317,1,28580,1872896186,96772,96772,99335,99335,28580
317,2,14290,468193374,48386,96772,49667,99334,14290
317,4,7145,117033008,24192,96768,24833,99332,7145
318,1,28579,1872830652,96771,96771,99333,99333,28579
319,1,28578,1872765118,96769,96769,99331,99331,28578
319,2,14289,468160608,48384,96768,49665,99330,14289
320,1,28577,1872699584,96767,96767,99329,99329,28577
321,1,28576,1872634050,96765,96765,99327,99327,28576
321,2,14288,468127842,48382,96764,49663,99326,14288
321,4,7144,117016626,24190,96760,24831,99324,7144
321,8,3572,29246490,12095,96760,12415,99320,3572
321,16,1786,7307790,6047,96752,6207,99312,1786
322,1,28575,1872568516,96764,96764,99325,99325,28575
323,1,28574,1872502982,96762,96762,99323,99323,28574
323,2,14287,468095076,48380,96760,49661,99322,14287
324,1,28573,1872437448,96760,96760,99321,99321,28573
325,1,28572,1872371914,96759,96759,99319,99319,28572
325,2,14286,468062310,48379,96758,49659,99318,14286
325,4,7143,117000244,24189,96756,24829,99316,7143
326,1,28571,1872306380,96757,96757,99316,99316,28571
327,1,28570,1872240846,96755,96755,99314,99314,28570
327,2,14285,468029544,48377,96754,49657,99314,14285
328,1,28569,1872175312,96754,96754,99312,99312,28569
329,1,28568,1872109778,96752,96752,99310,99310,28568
329,2,14284,467996778,48375,96750,49655,99310,14284
329,4,7142,116983862,24187,96748,24827,99308,7142
329,8,3571,29238300,12093,96744,12413,99304,3571
330,1,28567,1872044244,96750,96750,99308,99308,28567
331,1,28566,1871978710,96749,96749,99306,99306,28566
331,2,14283,467964012,48374,96748,49653,99306,14283
332,1,28565,1871913176,96747,96747,99304,99304,28565
333,1,28564,1871847642,96745,96745,99302,99302,28564
333,2,14282,467931246,48372,96744,49650,99300,14282
333,4,7141,116967480,24185,96740,24825,99300,7141
334,1,28563,1871782108,96743,96743,99300,99300,28563
335,1,28562,1871716574,96742,96742,99298,99298,28562
335,2,14281,467898480,48370,96740,49648,99296,14281
336,1,28561,1871651040,96740,96740,99296,99296,28561
337,1,28560,1871585506,96738,96738,99294,99294,28560
337,2,14280,467865714,48369,96738,49646,99292,14280
337,4,7140,116951098,24184,96736,24823,99292,7140
337,8,3570,29230110,12091,96728,12411,99288,3570
337,16,1785,7303696,6045,96720,6205,99280,1785
337,32,892,1822986,3021,96672,3101,99232,892
338,1,28559,1871519972,96737,96737,99291,99291,28559
339,1,28558,1871454438,96735,96735,99289,99289,28558
339,2,14279,467832948,48367,96734,49644,99288,14279
340,1,28557,1871388904,96733,96733,99287,99287,28557
341,1,28556,1871323370,96732,96732,99285,99285,28556
341,2,14278,467800182,48365,96730,49642,99284,14278
341,4,7139,116934716,24182,96728,24821,99284,7139
342,1,28555,1871257836,96730,96730,99283,99283,28555
343,1,28554,1871192302,96728,96728,99281,99281,28554
343,2,14277,467767416,48364,96728,49640,99280,14277
344,1,28553,1871126768,96727,96727,99279,99279,28553
345,1,28552,1871061234,96725,96725,99277,99277,28552
345,2,14276,467734650,48362,96724,49638,99276,14276
345,4,7138,116918334,24180,96720,24818,99272,7138
345,8,3569,29221920,12090,96720,12409,99272,3569
346,1,28551,1870995700,96723,96723,99275,99275,28551
347,1,28550,1870930166,96721,96721,99273,99273,28550
347,2,14275,467701884,48360,96720,49636,99272,14275
348,1,28549,1870864632,96720,96720,99271,99271,28549
349,1,28548,1870799098,96718,96718,99268,99268,28548
349,2,14274,467669118,48358,96716,49634,99268,14274
349,4,7137,116901952,24179,96716,24816,99264,7137
350,1,28547,1870733564,96716,96716,99266,99266,28547
351,1,28546,1870668030,96715,96715,99264,99264,28546
351,2,14273,467636352,48357,96714,49632,99264,14273
352,1,28545,1870602496,96713,96713,99262,99262,28545
353,1,28544,1870536962,96711,96711,99260,99260,28544
353,2,14272,467603586,48355,96710,49630,99260,14272
353,4,7136,116885570,24177,96708,24814,99256,7136
353,8,3568,29213730,12088,96704,12407,99256,3568
353,16,1784,7299602,6043,96688,6203,99248,1784
354,1,28543,1870471428,96710,96710,99258,99258,28543
355,1,28542,1870405894,96708,96708,99256,99256,28542
355,2,14271,467570820,48353,96706,49627,99254,14271
356,1,28541,1870340360,96706,96706,99254,99254,28541
357,1,28540,1870274826,96705,96705,99252,99252,28540
357,2,14270,467538054,48352,96704,49625,99250,14270
357,4,7135,116869188,24175,96700,24812,99248,7135
358,1,28539,1870209292,96703,96703,99250,99250,28539
359,1,28538,1870143758,96701,96701,99248,99248,28538
359,2,14269,467505288,48350,96700,49623,99246,14269
360,1,28537,1870078224,96699,96699,99245,99245,28537
361,1,28536,1870012690,96698,96698,99243,99243,28536
361,2,14268,467472522,48348,96696,49621,99242,14268
361,4,7134,116852806,24174,96696,24810,99240,7134
361,8,3567,29205540,12086,96688,12405,99240,3567
362,1,28535,1869947156,96696,96696,99241,99241,28535
363,1,28534,1869881622,96694,96694,99239,99239,28534
363,2,14267,467439756,48347,96694,49619,99238,14267
364,1,28533,1869816088,96693,96693,99237,99237,28533
365,1,28532,1869750554,96691,96691,99235,99235,28532
365,2,14266,467406990,48345,96690,49617,99234,14266
365,4,7133,116836424,24172,96688,24808,99232,7133
366,1,28531,1869685020,96689,96689,99233,99233,28531
367,1,28530,1869619486,96688,96688,99231,99231,28530
367,2,14265,467374224,48343,96686,49615,99230,14265
368,1,28529,1869553952,96686,96686,99229,99229,28529
369,1,28528,1869488418,96684,96684,99227,99227,28528
369,2,14264,467341458,48342,96684,49613,99226,14264
369,4,7132,116820042,24170,96680,24806,99224,7132
369,8,3566,29197350,12084,96672,12402,99216,3566
369,16,1783,7295508,6042,96672,6201,99216,1783
369,32,891,1820940,3019,96608,3099,99168,891
369,64,445,453768,1508,96512,1548,99072,445
369,128,222,112710,753,96384,772,98816,222
369,256,111,27940,376,96256,386,98816,111
370,1,28527,1869422884,96682,96682,99225,99225,28527
371,1,28526,1869357350,96681,96681,99223,99223,28526
371,2,14263,467308692,48340,96680,49611,99222,14263
372,1,28525,1869291816,96679,96679,99220,99220,28525
373,1,28524,1869226282,96677,96677,99218,99218,28524
373,2,14262,467275926,48338,96676,49609,99218,14262
373,4,7131,116803660,24168,96672,24804,99216,7131
374,1,28523,1869160748,96676,96676,99216,99216,28523
375,1,28522,1869095214,96674,96674,99214,99214,28522
375,2,14261,467243160,48336,96672,49607,99214,14261
376,1,28521,1869029680,96672,96672,99212,99212,28521
377,1,28520,1868964146,96671,96671,99210,99210,28520
377,2,14260,467210394,48335,96670,49605,99210,14260
377,4,7130,116787278,24167,96668,24802,99208,7130
377,8,3565,29189160,12083,96664,12400,99200,3565
378,1,28519,1868898612,96669,96669,99208,99208,28519
379,1,28518,1868833078,96667,96667,99206,99206,28518
379,2,14259,467177628,48333,96666,49602,99204,14259
380,1,28517,1868767544,96666,96666,99204,99204,28517
381,1,28516,1868702010,96664,96664,99202,99202,28516
381,2,14258,467144862,48331,96662,49600,99200,14258
381,4,7129,116770896,24165,96660,24800,99200,7129
382,1,28515,1868636476,96662,96662,99200,99200,28515
383,1,28514,1868570942,96660,96660,99197,99197,28514
383,2,14257,467112096,48330,96660,49598,99196,14257
384,1,28513,1868505408,96659,96659,99195,99195,28513
385,1,28512,1868439874,96657,96657,99193,99193,28512
385,2,14256,467079330,48328,96656,49596,99192,14256
385,4,7128,116754514,24163,96652,24798,99192,7128
385,8,3564,29180970,12081,96648,12398,99184,3564
385,16,1782,7291414,6040,96640,6199,99184,1782
386,1,28511,1868374340,96655,96655,99191,99191,28511
387,1,28510,1868308806,96654,96654,99189,99189,28510
387,2,14255,467046564,48326,96652,49594,99188,14255
388,1,28509,1868243272,96652,96652,99187,99187,28509
389,1,28508,1868177738,96650,96650,99185,99185,28508
389,2,14254,467013798,48325,96650,49592,99184,14254
389,4,7127,116738132,24162,96648,24795,99180,7127
390,1,28507,1868112204,96649,96649,99183,99183,28507
391,1,28506,1868046670,96647,96647,99181,99181,28506
391,2,14253,466981032,48323,96646,49590,99180,14253
392,1,28505,1867981136,96645,96645,99179,99179,28505
393,1,28504,1867915602,96643,96643,99177,99177,28504
393,2,14252,466948266,48321,96642,49588,99176,14252
393,4,7126,116721750,24160,96640,24793,99172,7126
393,8,3563,29172780,12079,96632,12396,99168,3563
394,1,28503,1867850068,96642,96642,99175,99175,28503
395,1,28502,1867784534,96640,96640,99172,99172,28502
395,2,14251,466915500,48319,96638,49586,99172,14251
396,1,28501,1867719000,96638,96638,99170,99170,28501
397,1,28500,1867653466,96637,96637,99168,99168,28500
397,2,14250,466882734,48318,96636,49584,99168,14250
397,4,7125,116705368,24158,96632,24791,99164,7125
398,1,28499,1867587932,96635,96635,99166,99166,28499
399,1,28498,1867522398,96633,96633,99164,99164,28498
399,2,14249,466849968,48316,96632,49582,99164,14249
400,1,28497,1867456864,96632,96632,99162,99162,28497
401,1,28496,1867391330,96630,96630,99160,99160,28496
401,2,14248,466817202,48314,96628,49579,99158,14248
401,4,7124,116688986,24157,96628,24789,99156,7124
401,8,3562,29164590,12078,96624,12394,99152,3562
401,16,1781,7287320,6038,96608,6197,99152,1781
401,32,890,1818894,3018,96576,3097,99104,890
402,1,28495,1867325796,96628,96628,99158,99158,28495
403,1,28494,1867260262,96627,96627,99156,99156,28494
403,2,14247,466784436,48313,96626,49577,99154,14247
404,1,28493,1867194728,96625,96625,99154,99154,28493
405,1,28492,1867129194,96623,96623,99152,99152,28492
405,2,14246,466751670,48311,96622,49575,99150,14246
405,4,7123,116672604,24155,96620,24787,99148,7123
406,1,28491,1867063660,96621,96621,99149,99149,28491
407,1,28490,1866998126,96620,96620,99147,99147,28490
407,2,14245,466718904,48309,96618,49573,99146,14245
408,1,28489,1866932592,96618,96618,99145,99145,28489
409,1,28488,1866867058,96616,96616,99143,99143,28488
409,2,14244,466686138,48308,96616,49571,99142,14244
409,4,7122,116656222,24153,96612,24785,99140,7122
409,8,3561,29156400,12076,96608,12392,99136,3561
410,1,28487,1866801524,96615,96615,99141,99141,28487
411,1,28486,1866735990,96613,96613,99139,99139,28486
411,2,14243,466653372,48306,96612,49569,99138,14243
412,1,28485,1866670456,96611,96611,99137,99137,28485
413,1,28484,1866604922,96610,96610,99135,99135,28484
413,2,14242,466620606,48304,96608,49567,99134,14242
413,4,7121,116639840,24152,96608,24783,99132,7121
414,1,28483,1866539388,96608,96608,99133,99133,28483
415,1,28482,1866473854,96606,96606,99131,99131,28482
415,2,14241,466587840,48303,96606,49565,99130,14241
416,1,28481,1866408320,96604,96604,99129,99129,28481
417,1,28480,1866342786,96603,96603,99126,99126,28480
417,2,14240,466555074,48301,96602,49563,99126,14240
417,4,7120,116623458,24150,96600,24781,99124,7120
417,8,3560,29148210,12074,96592,12390,99120,3560
417,16,1780,7283226,6037,96592,6194,99104,1780
418,1,28479,1866277252,96601,96601,99124,99124,28479
419,1,28478,1866211718,96599,96599,99122,99122,28478
419,2,14239,466522308,48299,96598,49561,99122,14239
420,1,28477,1866146184,96598,96598,99120,99120,28477
421,1,28476,1866080650,96596,96596,99118,99118,28476
421,2,14238,466489542,48297,96594,49559,99118,14238
421,4,7119,116607076,24148,96592,24779,99116,7119
422,1,28475,1866015116,96594,96594,99116,99116,28475
423,1,28474,1865949582,96593,96593,99114,99114,28474
423,2,14237,466456776,48296,96592,49556,99112,14237
424,1,28473,1865884048,96591,96591,99112,99112,28473
425,1,28472,1865818514,96589,96589,99110,99110,28472
425,2,14236,466424010,48294,96588,49554,99108,14236
425,4,7118,116590694,24146,96584,24777,99108,7118
425,8,3559,29140020,12073,96584,12388,99104,3559
426,1,28471,1865752980,96588,96588,99108,99108,28471
427,1,28470,1865687446,96586,96586,99106,99106,28470
427,2,14235,466391244,48292,96584,49552,99104,14235
428,1,28469,1865621912,96584,96584,99103,99103,28469
429,1,28468,1865556378,96582,96582,99101,99101,28468
429,2,14234,466358478,48291,96582,49550,99100,14234
429,4,7117,116574312,24145,96580,24775,99100,7117
430,1,28467,1865490844,96581,96581,99099,99099,28467
431,1,28466,1865425310,96579,96579,99097,99097,28466
431,2,14233,466325712,48289,96578,49548,99096,14233
432,1,28465,1865359776,96577,96577,99095,99095,28465
433,1,28464,1865294242,96576,96576,99093,99093,28464
433,2,14232,466292946,48287,96574,49546,99092,14232
433,4,7116,116557930,24143,96572,24773,99092,7116
433,8,3558,29131830,12071,96568,12386,99088,3558
433,16,1779,7279132,6035,96560,6192,99072,1779
433,32,889,1816848,3016,96512,3095,99040,889
433,64,444,452746,1507,96448,1546,98944,444
434,1,28463,1865228708,96574,96574,99091,99091,28463
435,1,28462,1865163174,96572,96572,99089,99089,28462
435,2,14231,466260180,48286,96572,49544,99088,14231
