c,r,lam,k3,k4,twice_lam,j,pr930_wall,removed_width,support_floor
7592,56009,21305,83552,83339,42610,83552,99205,15653,161848
7593,56008,21304,83551,83336,42608,83551,99200,15649,161846
7594,56007,21303,83549,83334,42606,83549,99195,15646,161844
7595,56006,21302,83547,83332,42604,83547,99190,15643,161843
7596,56005,21301,83545,83329,42602,83545,99185,15640,161841
7597,56004,21300,83543,83327,42600,83543,99180,15637,161840
7598,56003,21299,83541,83325,42598,83541,99175,15634,161838
7599,56002,21298,83539,83322,42596,83539,99170,15631,161837
7600,56001,21297,83537,83320,42594,83537,99165,15628,161835
7601,56000,21296,83535,83318,42592,83535,99160,15625,161834
7602,55999,21295,83533,83315,42590,83533,99155,15622,161832
7603,55998,21294,83531,83313,42588,83531,99150,15619,161831
7604,55997,21293,83529,83311,42586,83529,99145,15616,161829
7605,55996,21292,83527,83308,42584,83527,99140,15613,161828
7606,55995,21291,83525,83306,42582,83525,99135,15610,161826
7607,55994,21290,83523,83304,42580,83523,99130,15607,161825
7608,55993,21289,83521,83301,42578,83521,99125,15604,161823
7609,55992,21288,83519,83299,42576,83519,99120,15601,161822
7610,55991,21287,83517,83297,42574,83517,99115,15598,161820
7611,55990,21286,83515,83294,42572,83515,99110,15595,161819
7612,55989,21285,83513,83292,42570,83513,99105,15592,161817
7613,55988,21284,83511,83290,42568,83511,99100,15589,161816
7614,55987,21283,83509,83287,42566,83509,99095,15586,161814
7615,55986,21282,83507,83285,42564,83507,99090,15583,161813
7616,55985,21281,83505,83283,42562,83505,99085,15580,161811
7617,55984,21280,83503,83280,42560,83503,99080,15577,161810
7618,55983,21279,83501,83278,42558,83501,99075,15574,161808
7619,55982,21278,83500,83276,42556,83500,99070,15570,161806
7620,55981,21277,83498,83273,42554,83498,99065,15567,161805
7621,55980,21276,83496,83271,42552,83496,99060,15564,161803
7622,55979,21275,83494,83269,42550,83494,99055,15561,161802
7623,55978,21274,83492,83266,42548,83492,99050,15558,161800
7624,55977,21273,83490,83264,42546,83490,99045,15555,161799
7625,55976,21272,83488,83262,42544,83488,99040,15552,161797
7626,55975,21271,83486,83259,42542,83486,99035,15549,161796
7627,55974,21270,83484,83257,42540,83484,99030,15546,161794
7628,55973,21269,83482,83255,42538,83482,99025,15543,161793
7629,55972,21268,83480,83252,42536,83480,99020,15540,161791
7630,55971,21267,83478,83250,42534,83478,99015,15537,161790
7631,55970,21266,83476,83248,42532,83476,99010,15534,161788
7632,55969,21265,83474,83246,42530,83474,99005,15531,161787
7633,55968,21264,83472,83243,42528,83472,99000,15528,161785
7634,55967,21263,83470,83241,42526,83470,98995,15525,161784
7635,55966,21262,83468,83239,42524,83468,98990,15522,161782
7636,55965,21261,83466,83236,42522,83466,98985,15519,161781
7637,55964,21260,83464,83234,42520,83464,98980,15516,161779
7638,55963,21259,83462,83232,42518,83462,98975,15513,161778
7639,55962,21258,83460,83229,42516,83460,98970,15510,161776
7640,55961,21257,83458,83227,42514,83458,98965,15507,161775
7641,55960,21256,83456,83225,42512,83456,98960,15504,161773
7642,55959,21255,83454,83222,42510,83454,98955,15501,161772
7643,55958,21254,83452,83220,42508,83452,98950,15498,161770
7644,55957,21253,83450,83218,42506,83450,98945,15495,161769
7645,55956,21252,83448,83215,42504,83448,98940,15492,161767
7646,55955,21251,83447,83213,42502,83447,98935,15488,161765
7647,55954,21250,83445,83211,42500,83445,98930,15485,161764
7648,55953,21249,83443,83208,42498,83443,98925,15482,161762
7649,55952,21248,83441,83206,42496,83441,98920,15479,161761
7650,55951,21247,83439,83204,42494,83439,98915,15476,161759
7651,55950,21246,83437,83201,42492,83437,98910,15473,161758
7652,55949,21245,83435,83199,42490,83435,98905,15470,161756
7653,55948,21244,83433,83197,42488,83433,98900,15467,161755
7654,55947,21243,83431,83194,42486,83431,98895,15464,161753
7655,55946,21242,83429,83192,42484,83429,98890,15461,161752
7656,55945,21241,83427,83190,42482,83427,98885,15458,161750
7657,55944,21240,83425,83187,42480,83425,98880,15455,161749
7658,55943,21239,83423,83185,42478,83423,98875,15452,161747
7659,55942,21238,83421,83183,42476,83421,98870,15449,161746
7660,55941,21237,83419,83180,42474,83419,98865,15446,161744
7661,55940,21236,83417,83178,42472,83417,98860,15443,161743
7662,55939,21235,83415,83176,42470,83415,98855,15440,161741
7663,55938,21234,83413,83173,42468,83413,98850,15437,161740
7664,55937,21233,83411,83171,42466,83411,98845,15434,161738
7665,55936,21232,83409,83169,42464,83409,98840,15431,161737
7666,55935,21231,83407,83166,42462,83407,98835,15428,161735
7667,55934,21230,83405,83164,42460,83405,98830,15425,161734
7668,55933,21229,83403,83162,42458,83403,98825,15422,161732
7669,55932,21228,83401,83159,42456,83401,98820,15419,161731
7670,55931,21227,83399,83157,42454,83399,98815,15416,161729
7671,55930,21226,83397,83155,42452,83397,98810,15413,161728
7672,55929,21225,83395,83152,42450,83395,98805,15410,161726
7673,55928,21224,83393,83150,42448,83393,98800,15407,161725
7674,55927,21223,83392,83148,42446,83392,98795,15403,161723
7675,55926,21222,83390,83145,42444,83390,98790,15400,161721
7676,55925,21221,83388,83143,42442,83388,98785,15397,161720
7677,55924,21220,83386,83141,42440,83386,98780,15394,161718
7678,55923,21219,83384,83138,42438,83384,98775,15391,161717
7679,55922,21218,83382,83136,42436,83382,98770,15388,161715
7680,55921,21217,83380,83134,42434,83380,98765,15385,161714
7681,55920,21216,83378,83131,42432,83378,98760,15382,161712
7682,55919,21215,83376,83129,42430,83376,98755,15379,161711
7683,55918,21214,83374,83127,42428,83374,98750,15376,161709
7684,55917,21213,83372,83124,42426,83372,98745,15373,161708
7685,55916,21212,83370,83122,42424,83370,98740,15370,161706
7686,55915,21211,83368,83120,42422,83368,98735,15367,161705
7687,55914,21210,83366,83117,42420,83366,98730,15364,161703
7688,55913,21209,83364,83115,42418,83364,98725,15361,161702
7689,55912,21208,83362,83113,42416,83362,98720,15358,161700
7690,55911,21207,83360,83110,42414,83360,98715,15355,161699
7691,55910,21206,83358,83108,42412,83358,98710,15352,161697
7692,55909,21205,83356,83106,42410,83356,98705,15349,161696
7693,55908,21204,83354,83103,42408,83354,98700,15346,161694
7694,55907,21203,83352,83101,42406,83352,98695,15343,161693
7695,55906,21202,83350,83099,42404,83350,98690,15340,161691
7696,55905,21201,83348,83096,42402,83348,98685,15337,161690
7697,55904,21200,83346,83094,42400,83346,98680,15334,161688
7698,55903,21199,83344,83092,42398,83344,98675,15331,161687
7699,55902,21198,83342,83089,42396,83342,98670,15328,161685
7700,55901,21197,83340,83087,42394,83340,98665,15325,161684
7701,55900,21196,83338,83085,42392,83338,98660,15322,161682
7702,55899,21195,83336,83082,42390,83336,98655,15319,161681
7703,55898,21194,83335,83080,42388,83335,98650,15315,161679
7704,55897,21193,83333,83078,42386,83333,98645,15312,161677
7705,55896,21192,83331,83075,42384,83331,98640,15309,161676
7706,55895,21191,83329,83073,42382,83329,98635,15306,161674
7707,55894,21190,83327,83071,42380,83327,98630,15303,161673
7708,55893,21189,83325,83068,42378,83325,98625,15300,161671
7709,55892,21188,83323,83066,42376,83323,98620,15297,161670
7710,55891,21187,83321,83064,42374,83321,98615,15294,161668
7711,55890,21186,83319,83061,42372,83319,98610,15291,161667
7712,55889,21185,83317,83059,42370,83317,98605,15288,161665
7713,55888,21184,83315,83057,42368,83315,98600,15285,161664
7714,55887,21183,83313,83054,42366,83313,98595,15282,161662
7715,55886,21182,83311,83052,42364,83311,98590,15279,161661
7716,55885,21181,83309,83050,42362,83309,98585,15276,161659
7717,55884,21180,83307,83047,42360,83307,98580,15273,161658
7718,55883,21179,83305,83045,42358,83305,98575,15270,161656
7719,55882,21178,83303,83043,42356,83303,98570,15267,161655
7720,55881,21177,83301,83040,42354,83301,98565,15264,161653
7721,55880,21176,83299,83038,42352,83299,98560,15261,161652
7722,55879,21175,83297,83036,42350,83297,98555,15258,161650
7723,55878,21174,83295,83033,42348,83295,98550,15255,161649
7724,55877,21173,83293,83031,42346,83293,98545,15252,161647
7725,55876,21172,83291,83029,42344,83291,98540,15249,161646
7726,55875,21171,83289,83026,42342,83289,98535,15246,161644
7727,55874,21170,83287,83024,42340,83287,98530,15243,161643
7728,55873,21169,83285,83022,42338,83285,98525,15240,161641
7729,55872,21168,83283,83019,42336,83283,98520,15237,161640
7730,55871,21167,83281,83017,42334,83281,98515,15234,161638
7731,55870,21166,83279,83015,42332,83279,98510,15231,161637
7732,55869,21165,83277,83012,42330,83277,98505,15228,161635
7733,55868,21164,83276,83010,42328,83276,98500,15224,161633
7734,55867,21163,83274,83008,42326,83274,98495,15221,161632
7735,55866,21162,83272,83005,42324,83272,98490,15218,161630
7736,55865,21161,83270,83003,42322,83270,98485,15215,161629
7737,55864,21160,83268,83001,42320,83268,98480,15212,161627
7738,55863,21159,83266,82998,42318,83266,98475,15209,161626
7739,55862,21158,83264,82996,42316,83264,98470,15206,161624
7740,55861,21157,83262,82994,42314,83262,98465,15203,161623
7741,55860,21156,83260,82991,42312,83260,98460,15200,161621
7742,55859,21155,83258,82989,42310,83258,98455,15197,161620
7743,55858,21154,83256,82987,42308,83256,98450,15194,161618
7744,55857,21153,83254,82984,42306,83254,98445,15191,161617
7745,55856,21152,83252,82982,42304,83252,98440,15188,161615
7746,55855,21151,83250,82980,42302,83250,98435,15185,161614
7747,55854,21150,83248,82977,42300,83248,98430,15182,161612
7748,55853,21149,83246,82975,42298,83246,98425,15179,161611
7749,55852,21148,83244,82973,42296,83244,98420,15176,161609
7750,55851,21147,83242,82970,42294,83242,98415,15173,161608
7751,55850,21146,83240,82968,42292,83240,98410,15170,161606
7752,55849,21145,83238,82966,42290,83238,98405,15167,161605
7753,55848,21144,83236,82963,42288,83236,98400,15164,161603
7754,55847,21143,83234,82961,42286,83234,98395,15161,161602
7755,55846,21142,83232,82959,42284,83232,98390,15158,161600
7756,55845,21141,83230,82956,42282,83230,98385,15155,161599
7757,55844,21140,83228,82954,42280,83228,98380,15152,161597
7758,55843,21139,83226,82952,42278,83226,98375,15149,161596
7759,55842,21138,83224,82949,42276,83224,98370,15146,161594
7760,55841,21137,83222,82947,42274,83222,98365,15143,161593
7761,55840,21136,83220,82945,42272,83220,98360,15140,161591
7762,55839,21135,83218,82942,42270,83218,98355,15137,161590
7763,55838,21134,83216,82940,42268,83216,98350,15134,161588
7764,55837,21133,83215,82938,42266,83215,98345,15130,161586
7765,55836,21132,83213,82935,42264,83213,98340,15127,161585
7766,55835,21131,83211,82933,42262,83211,98335,15124,161583
7767,55834,21130,83209,82931,42260,83209,98330,15121,161582
7768,55833,21129,83207,82928,42258,83207,98325,15118,161580
7769,55832,21128,83205,82926,42256,83205,98320,15115,161579
7770,55831,21127,83203,82924,42254,83203,98315,15112,161577
7771,55830,21126,83201,82921,42252,83201,98310,15109,161576
7772,55829,21125,83199,82919,42250,83199,98305,15106,161574
7773,55828,21124,83197,82917,42248,83197,98300,15103,161573
7774,55827,21123,83195,82914,42246,83195,98295,15100,161571
7775,55826,21122,83193,82912,42244,83193,98290,15097,161570
7776,55825,21121,83191,82910,42242,83191,98285,15094,161568
7777,55824,21120,83189,82907,42240,83189,98280,15091,161567
7778,55823,21119,83187,82905,42238,83187,98275,15088,161565
7779,55822,21118,83185,82903,42236,83185,98270,15085,161564
7780,55821,21117,83183,82900,42234,83183,98265,15082,161562
7781,55820,21116,83181,82898,42232,83181,98260,15079,161561
7782,55819,21115,83179,82896,42230,83179,98255,15076,161559
7783,55818,21114,83177,82893,42228,83177,98250,15073,161558
7784,55817,21113,83175,82891,42226,83175,98245,15070,161556
7785,55816,21112,83173,82889,42224,83173,98240,15067,161555
7786,55815,21111,83171,82886,42222,83171,98235,15064,161553
7787,55814,21110,83169,82884,42220,83169,98230,15061,161552
7788,55813,21109,83167,82882,42218,83167,98225,15058,161550
7789,55812,21108,83165,82879,42216,83165,98220,15055,161549
7790,55811,21107,83163,82877,42214,83163,98215,15052,161547
7791,55810,21106,83161,82875,42212,83161,98210,15049,161546
7792,55809,21105,83159,82872,42210,83159,98205,15046,161544
7793,55808,21104,83157,82870,42208,83157,98200,15043,161543
7794,55807,21103,83155,82868,42206,83155,98195,15040,161541
7795,55806,21102,83153,82865,42204,83153,98190,15037,161540
7796,55805,21101,83151,82863,42202,83151,98185,15034,161538
7797,55804,21100,83150,82861,42200,83150,98180,15030,161536
7798,55803,21099,83148,82858,42198,83148,98175,15027,161535
7799,55802,21098,83146,82856,42196,83146,98170,15024,161533
7800,55801,21097,83144,82854,42194,83144,98165,15021,161532
7801,55800,21096,83142,82851,42192,83142,98160,15018,161530
7802,55799,21095,83140,82849,42190,83140,98155,15015,161529
7803,55798,21094,83138,82847,42188,83138,98150,15012,161527
7804,55797,21093,83136,82844,42186,83136,98145,15009,161526
7805,55796,21092,83134,82842,42184,83134,98140,15006,161524
7806,55795,21091,83132,82840,42182,83132,98135,15003,161523
7807,55794,21090,83130,82837,42180,83130,98130,15000,161521
7808,55793,21089,83128,82835,42178,83128,98125,14997,161520
7809,55792,21088,83126,82833,42176,83126,98120,14994,161518
7810,55791,21087,83124,82830,42174,83124,98115,14991,161517
7811,55790,21086,83122,82828,42172,83122,98110,14988,161515
7812,55789,21085,83120,82826,42170,83120,98105,14985,161514
7813,55788,21084,83118,82823,42168,83118,98100,14982,161512
7814,55787,21083,83116,82821,42166,83116,98095,14979,161511
7815,55786,21082,83114,82819,42164,83114,98090,14976,161509
7816,55785,21081,83112,82816,42162,83112,98085,14973,161508
7817,55784,21080,83110,82814,42160,83110,98080,14970,161506
7818,55783,21079,83108,82812,42158,83108,98075,14967,161505
7819,55782,21078,83106,82809,42156,83106,98070,14964,161503
7820,55781,21077,83104,82807,42154,83104,98065,14961,161502
7821,55780,21076,83102,82805,42152,83102,98060,14958,161500
7822,55779,21075,83100,82802,42150,83100,98055,14955,161499
7823,55778,21074,83098,82800,42148,83098,98050,14952,161497
7824,55777,21073,83096,82798,42146,83096,98045,14949,161496
7825,55776,21072,83094,82795,42144,83094,98040,14946,161494
7826,55775,21071,83092,82793,42142,83092,98035,14943,161493
7827,55774,21070,83090,82791,42140,83090,98030,14940,161491
7828,55773,21069,83088,82788,42138,83088,98025,14937,161490
7829,55772,21068,83086,82786,42136,83086,98020,14934,161488
7830,55771,21067,83084,82784,42134,83084,98015,14931,161487
7831,55770,21066,83082,82781,42132,83082,98010,14928,161485
7832,55769,21065,83081,82779,42130,83081,98005,14924,161483
7833,55768,21064,83079,82777,42128,83079,98000,14921,161482
7834,55767,21063,83077,82774,42126,83077,97995,14918,161480
7835,55766,21062,83075,82772,42124,83075,97990,14915,161479
7836,55765,21061,83073,82770,42122,83073,97985,14912,161477
7837,55764,21060,83071,82767,42120,83071,97980,14909,161476
7838,55763,21059,83069,82765,42118,83069,97975,14906,161474
7839,55762,21058,83067,82763,42116,83067,97970,14903,161473
7840,55761,21057,83065,82760,42114,83065,97965,14900,161471
7841,55760,21056,83063,82758,42112,83063,97960,14897,161470
7842,55759,21055,83061,82756,42110,83061,97955,14894,161468
7843,55758,21054,83059,82753,42108,83059,97950,14891,161467
7844,55757,21053,83057,82751,42106,83057,97945,14888,161465
7845,55756,21052,83055,82749,42104,83055,97940,14885,161464
7846,55755,21051,83053,82746,42102,83053,97935,14882,161462
7847,55754,21050,83051,82744,42100,83051,97930,14879,161461
7848,55753,21049,83049,82742,42098,83049,97925,14876,161459
7849,55752,21048,83047,82739,42096,83047,97920,14873,161458
7850,55751,21047,83045,82737,42094,83045,97915,14870,161456
7851,55750,21046,83043,82735,42092,83043,97910,14867,161455
7852,55749,21045,83041,82732,42090,83041,97905,14864,161453
7853,55748,21044,83039,82730,42088,83039,97900,14861,161452
7854,55747,21043,83037,82728,42086,83037,97895,14858,161450
7855,55746,21042,83035,82725,42084,83035,97890,14855,161449
7856,55745,21041,83033,82723,42082,83033,97885,14852,161447
7857,55744,21040,83031,82721,42080,83031,97880,14849,161446
7858,55743,21039,83029,82718,42078,83029,97875,14846,161444
7859,55742,21038,83027,82716,42076,83027,97870,14843,161443
7860,55741,21037,83025,82713,42074,83025,97865,14840,161441
7861,55740,21036,83023,82711,42072,83023,97860,14837,161440
7862,55739,21035,83021,82709,42070,83021,97855,14834,161438
7863,55738,21034,83019,82706,42068,83019,97850,14831,161437
7864,55737,21033,83017,82704,42066,83017,97845,14828,161435
7865,55736,21032,83015,82702,42064,83015,97840,14825,161434
7866,55735,21031,83013,82699,42062,83013,97835,14822,161432
7867,55734,21030,83011,82697,42060,83011,97830,14819,161431
7868,55733,21029,83009,82695,42058,83009,97825,14816,161429
7869,55732,21028,83008,82692,42056,83008,97820,14812,161427
7870,55731,21027,83006,82690,42054,83006,97815,14809,161426
7871,55730,21026,83004,82688,42052,83004,97810,14806,161424
7872,55729,21025,83002,82685,42050,83002,97805,14803,161423
7873,55728,21024,83000,82683,42048,83000,97800,14800,161421
7874,55727,21023,82998,82681,42046,82998,97795,14797,161420
7875,55726,21022,82996,82678,42044,82996,97790,14794,161418
7876,55725,21021,82994,82676,42042,82994,97785,14791,161417
7877,55724,21020,82992,82674,42040,82992,97780,14788,161415
7878,55723,21019,82990,82671,42038,82990,97775,14785,161414
7879,55722,21018,82988,82669,42036,82988,97770,14782,161412
7880,55721,21017,82986,82667,42034,82986,97765,14779,161411
7881,55720,21016,82984,82664,42032,82984,97760,14776,161409
7882,55719,21015,82982,82662,42030,82982,97755,14773,161408
7883,55718,21014,82980,82660,42028,82980,97750,14770,161406
7884,55717,21013,82978,82657,42026,82978,97745,14767,161405
7885,55716,21012,82976,82655,42024,82976,97740,14764,161403
7886,55715,21011,82974,82653,42022,82974,97735,14761,161402
7887,55714,21010,82972,82650,42020,82972,97730,14758,161400
7888,55713,21009,82970,82648,42018,82970,97725,14755,161399
7889,55712,21008,82968,82646,42016,82968,97720,14752,161397
7890,55711,21007,82966,82643,42014,82966,97715,14749,161396
7891,55710,21006,82964,82641,42012,82964,97710,14746,161394
7892,55709,21005,82962,82639,42010,82962,97705,14743,161393
7893,55708,21004,82960,82636,42008,82960,97700,14740,161391
7894,55707,21003,82958,82634,42006,82958,97695,14737,161390
7895,55706,21002,82956,82632,42004,82956,97690,14734,161388
7896,55705,21001,82954,82629,42002,82954,97685,14731,161387
7897,55704,21000,82952,82627,42000,82952,97680,14728,161385
7898,55703,20999,82950,82625,41998,82950,97675,14725,161384
7899,55702,20998,82948,82622,41996,82948,97670,14722,161382
7900,55701,20997,82946,82620,41994,82946,97665,14719,161381
7901,55700,20996,82944,82618,41992,82944,97660,14716,161379
7902,55699,20995,82942,82615,41990,82942,97655,14713,161378
7903,55698,20994,82940,82613,41988,82940,97650,14710,161376
7904,55697,20993,82938,82611,41986,82938,97645,14707,161375
7905,55696,20992,82936,82608,41984,82936,97640,14704,161373
7906,55695,20991,82934,82606,41982,82934,97635,14701,161372
7907,55694,20990,82932,82604,41980,82932,97630,14698,161370
7908,55693,20989,82931,82601,41978,82931,97625,14694,161368
7909,55692,20988,82929,82599,41976,82929,97620,14691,161367
7910,55691,20987,82927,82597,41974,82927,97615,14688,161365
7911,55690,20986,82925,82594,41972,82925,97610,14685,161364
7912,55689,20985,82923,82592,41970,82923,97605,14682,161362
7913,55688,20984,82921,82590,41968,82921,97600,14679,161361
7914,55687,20983,82919,82587,41966,82919,97595,14676,161359
7915,55686,20982,82917,82585,41964,82917,97590,14673,161358
7916,55685,20981,82915,82582,41962,82915,97585,14670,161356
7917,55684,20980,82913,82580,41960,82913,97580,14667,161355
7918,55683,20979,82911,82578,41958,82911,97575,14664,161353
7919,55682,20978,82909,82575,41956,82909,97570,14661,161352
7920,55681,20977,82907,82573,41954,82907,97565,14658,161350
7921,55680,20976,82905,82571,41952,82905,97560,14655,161349
7922,55679,20975,82903,82568,41950,82903,97555,14652,161347
7923,55678,20974,82901,82566,41948,82901,97550,14649,161346
7924,55677,20973,82899,82564,41946,82899,97545,14646,161344
7925,55676,20972,82897,82561,41944,82897,97540,14643,161343
7926,55675,20971,82895,82559,41942,82895,97535,14640,161341
7927,55674,20970,82893,82557,41940,82893,97530,14637,161340
7928,55673,20969,82891,82554,41938,82891,97525,14634,161338
7929,55672,20968,82889,82552,41936,82889,97520,14631,161337
7930,55671,20967,82887,82550,41934,82887,97515,14628,161335
7931,55670,20966,82885,82547,41932,82885,97510,14625,161334
7932,55669,20965,82883,82545,41930,82883,97505,14622,161332
7933,55668,20964,82881,82543,41928,82881,97500,14619,161331
7934,55667,20963,82879,82540,41926,82879,97495,14616,161329
7935,55666,20962,82877,82538,41924,82877,97490,14613,161328
7936,55665,20961,82875,82536,41922,82875,97485,14610,161326
7937,55664,20960,82873,82533,41920,82873,97480,14607,161325
7938,55663,20959,82871,82531,41918,82871,97475,14604,161323
7939,55662,20958,82869,82529,41916,82869,97470,14601,161322
7940,55661,20957,82867,82526,41914,82867,97465,14598,161320
7941,55660,20956,82865,82524,41912,82865,97460,14595,161319
7942,55659,20955,82863,82522,41910,82863,97455,14592,161317
7943,55658,20954,82861,82519,41908,82861,97450,14589,161316
7944,55657,20953,82859,82517,41906,82859,97445,14586,161314
7945,55656,20952,82857,82515,41904,82857,97440,14583,161313
7946,55655,20951,82855,82512,41902,82855,97435,14580,161311
7947,55654,20950,82853,82510,41900,82853,97430,14577,161310
7948,55653,20949,82851,82508,41898,82851,97425,14574,161308
7949,55652,20948,82849,82505,41896,82849,97420,14571,161307
7950,55651,20947,82847,82503,41894,82847,97415,14568,161305
7951,55650,20946,82846,82501,41892,82846,97410,14564,161303
7952,55649,20945,82844,82498,41890,82844,97405,14561,161302
7953,55648,20944,82842,82496,41888,82842,97400,14558,161300
7954,55647,20943,82840,82494,41886,82840,97395,14555,161299
7955,55646,20942,82838,82491,41884,82838,97390,14552,161297
7956,55645,20941,82836,82489,41882,82836,97385,14549,161296
7957,55644,20940,82834,82487,41880,82834,97380,14546,161294
7958,55643,20939,82832,82484,41878,82832,97375,14543,161293
7959,55642,20938,82830,82482,41876,82830,97370,14540,161291
7960,55641,20937,82828,82479,41874,82828,97365,14537,161290
7961,55640,20936,82826,82477,41872,82826,97360,14534,161288
7962,55639,20935,82824,82475,41870,82824,97355,14531,161287
7963,55638,20934,82822,82472,41868,82822,97350,14528,161285
7964,55637,20933,82820,82470,41866,82820,97345,14525,161284
7965,55636,20932,82818,82468,41864,82818,97340,14522,161282
7966,55635,20931,82816,82465,41862,82816,97335,14519,161281
7967,55634,20930,82814,82463,41860,82814,97330,14516,161279
7968,55633,20929,82812,82461,41858,82812,97325,14513,161278
7969,55632,20928,82810,82458,41856,82810,97320,14510,161276
7970,55631,20927,82808,82456,41854,82808,97315,14507,161275
7971,55630,20926,82806,82454,41852,82806,97310,14504,161273
7972,55629,20925,82804,82451,41850,82804,97305,14501,161272
7973,55628,20924,82802,82449,41848,82802,97300,14498,161270
7974,55627,20923,82800,82447,41846,82800,97295,14495,161269
7975,55626,20922,82798,82444,41844,82798,97290,14492,161267
7976,55625,20921,82796,82442,41842,82796,97285,14489,161266
7977,55624,20920,82794,82440,41840,82794,97280,14486,161264
7978,55623,20919,82792,82437,41838,82792,97275,14483,161263
7979,55622,20918,82790,82435,41836,82790,97270,14480,161261
7980,55621,20917,82788,82433,41834,82788,97265,14477,161260
7981,55620,20916,82786,82430,41832,82786,97260,14474,161258
7982,55619,20915,82784,82428,41830,82784,97255,14471,161257
7983,55618,20914,82782,82426,41828,82782,97250,14468,161255
7984,55617,20913,82780,82423,41826,82780,97245,14465,161254
7985,55616,20912,82778,82421,41824,82778,97240,14462,161252
7986,55615,20911,82776,82419,41822,82776,97235,14459,161251
7987,55614,20910,82774,82416,41820,82774,97230,14456,161249
7988,55613,20909,82772,82414,41818,82772,97225,14453,161248
7989,55612,20908,82770,82412,41816,82770,97220,14450,161246
7990,55611,20907,82768,82409,41814,82768,97215,14447,161245
7991,55610,20906,82766,82407,41812,82766,97210,14444,161243
7992,55609,20905,82764,82405,41810,82764,97205,14441,161242
7993,55608,20904,82762,82402,41808,82762,97200,14438,161240
7994,55607,20903,82760,82400,41806,82760,97195,14435,161239
7995,55606,20902,82758,82397,41804,82758,97190,14432,161237
7996,55605,20901,82756,82395,41802,82756,97185,14429,161236
7997,55604,20900,82754,82393,41800,82754,97180,14426,161234
7998,55603,20899,82753,82390,41798,82753,97175,14422,161232
7999,55602,20898,82751,82388,41796,82751,97170,14419,161231
8000,55601,20897,82749,82386,41794,82749,97165,14416,161229
8001,55600,20896,82747,82383,41792,82747,97160,14413,161228
8002,55599,20895,82745,82381,41790,82745,97155,14410,161226
8003,55598,20894,82743,82379,41788,82743,97150,14407,161225
8004,55597,20893,82741,82376,41786,82741,97145,14404,161223
8005,55596,20892,82739,82374,41784,82739,97140,14401,161222
8006,55595,20891,82737,82372,41782,82737,97135,14398,161220
8007,55594,20890,82735,82369,41780,82735,97130,14395,161219
8008,55593,20889,82733,82367,41778,82733,97125,14392,161217
8009,55592,20888,82731,82365,41776,82731,97120,14389,161216
8010,55591,20887,82729,82362,41774,82729,97115,14386,161214
8011,55590,20886,82727,82360,41772,82727,97110,14383,161213
8012,55589,20885,82725,82358,41770,82725,97105,14380,161211
8013,55588,20884,82723,82355,41768,82723,97100,14377,161210
8014,55587,20883,82721,82353,41766,82721,97095,14374,161208
8015,55586,20882,82719,82351,41764,82719,97090,14371,161207
8016,55585,20881,82717,82348,41762,82717,97085,14368,161205
8017,55584,20880,82715,82346,41760,82715,97080,14365,161204
8018,55583,20879,82713,82344,41758,82713,97075,14362,161202
8019,55582,20878,82711,82341,41756,82711,97070,14359,161201
8020,55581,20877,82709,82339,41754,82709,97065,14356,161199
8021,55580,20876,82707,82337,41752,82707,97060,14353,161198
8022,55579,20875,82705,82334,41750,82705,97055,14350,161196
8023,55578,20874,82703,82332,41748,82703,97050,14347,161195
8024,55577,20873,82701,82329,41746,82701,97045,14344,161193
8025,55576,20872,82699,82327,41744,82699,97040,14341,161192
8026,55575,20871,82697,82325,41742,82697,97035,14338,161190
8027,55574,20870,82695,82322,41740,82695,97030,14335,161189
8028,55573,20869,82693,82320,41738,82693,97025,14332,161187
8029,55572,20868,82691,82318,41736,82691,97020,14329,161186
8030,55571,20867,82689,82315,41734,82689,97015,14326,161184
8031,55570,20866,82687,82313,41732,82687,97010,14323,161183
8032,55569,20865,82685,82311,41730,82685,97005,14320,161181
8033,55568,20864,82683,82308,41728,82683,97000,14317,161180
8034,55567,20863,82681,82306,41726,82681,96995,14314,161178
8035,55566,20862,82679,82304,41724,82679,96990,14311,161177
8036,55565,20861,82677,82301,41722,82677,96985,14308,161175
8037,55564,20860,82675,82299,41720,82675,96980,14305,161174
8038,55563,20859,82673,82297,41718,82673,96975,14302,161172
8039,55562,20858,82671,82294,41716,82671,96970,14299,161171
8040,55561,20857,82669,82292,41714,82669,96965,14296,161169
8041,55560,20856,82667,82290,41712,82667,96960,14293,161168
8042,55559,20855,82665,82287,41710,82665,96955,14290,161166
8043,55558,20854,82663,82285,41708,82663,96950,14287,161165
8044,55557,20853,82661,82283,41706,82661,96945,14284,161163
8045,55556,20852,82659,82280,41704,82659,96940,14281,161162
8046,55555,20851,82657,82278,41702,82657,96935,14278,161160
8047,55554,20850,82655,82276,41700,82655,96930,14275,161159
8048,55553,20849,82653,82273,41698,82653,96925,14272,161157
8049,55552,20848,82651,82271,41696,82651,96920,14269,161156
8050,55551,20847,82649,82269,41694,82649,96915,14266,161154
8051,55550,20846,82648,82266,41692,82648,96910,14262,161152
8052,55549,20845,82646,82264,41690,82646,96905,14259,161151
8053,55548,20844,82644,82261,41688,82644,96900,14256,161149
8054,55547,20843,82642,82259,41686,82642,96895,14253,161148
8055,55546,20842,82640,82257,41684,82640,96890,14250,161146
8056,55545,20841,82638,82254,41682,82638,96885,14247,161145
