c,r,lam,k3,k4,twice_lam,j,pr930_wall,removed_width,support_floor
471,63130,28426,96511,99014,56852,99014,134810,35796,171919
472,63129,28425,96509,99012,56850,99012,134805,35793,171918
473,63128,28424,96508,99009,56848,99009,134800,35791,171917
474,63127,28423,96506,99007,56846,99007,134795,35788,171915
475,63126,28422,96504,99005,56844,99005,134790,35785,171914
476,63125,28421,96503,99003,56842,99003,134785,35782,171912
477,63124,28420,96501,99001,56840,99001,134780,35779,171911
478,63123,28419,96499,98999,56838,98999,134775,35776,171909
479,63122,28418,96498,98997,56836,98997,134770,35773,171908
480,63121,28417,96496,98995,56834,98995,134765,35770,171906
481,63120,28416,96494,98993,56832,98993,134760,35767,171905
482,63119,28415,96492,98991,56830,98991,134755,35764,171903
483,63118,28414,96491,98989,56828,98989,134750,35761,171902
484,63117,28413,96489,98986,56826,98986,134745,35759,171901
485,63116,28412,96487,98984,56824,98984,134740,35756,171899
486,63115,28411,96486,98982,56822,98982,134735,35753,171898
487,63114,28410,96484,98980,56820,98980,134730,35750,171896
488,63113,28409,96482,98978,56818,98978,134725,35747,171895
489,63112,28408,96481,98976,56816,98976,134720,35744,171893
490,63111,28407,96479,98974,56814,98974,134715,35741,171892
491,63110,28406,96477,98972,56812,98972,134710,35738,171890
492,63109,28405,96476,98970,56810,98970,134705,35735,171889
493,63108,28404,96474,98968,56808,98968,134700,35732,171887
494,63107,28403,96472,98966,56806,98966,134695,35729,171886
495,63106,28402,96470,98963,56804,98963,134690,35727,171885
496,63105,28401,96469,98961,56802,98961,134685,35724,171883
497,63104,28400,96467,98959,56800,98959,134680,35721,171882
498,63103,28399,96465,98957,56798,98957,134675,35718,171880
499,63102,28398,96464,98955,56796,98955,134670,35715,171879
500,63101,28397,96462,98953,56794,98953,134665,35712,171877
501,63100,28396,96460,98951,56792,98951,134660,35709,171876
502,63099,28395,96459,98949,56790,98949,134655,35706,171874
503,63098,28394,96457,98947,56788,98947,134650,35703,171873
504,63097,28393,96455,98945,56786,98945,134645,35700,171871
505,63096,28392,96453,98943,56784,98943,134640,35697,171870
506,63095,28391,96452,98940,56782,98940,134635,35695,171869
507,63094,28390,96450,98938,56780,98938,134630,35692,171867
508,63093,28389,96448,98936,56778,98936,134625,35689,171866
509,63092,28388,96447,98934,56776,98934,134620,35686,171864
510,63091,28387,96445,98932,56774,98932,134615,35683,171863
511,63090,28386,96443,98930,56772,98930,134610,35680,171861
512,63089,28385,96442,98928,56770,98928,134605,35677,171860
513,63088,28384,96440,98926,56768,98926,134600,35674,171858
514,63087,28383,96438,98924,56766,98924,134595,35671,171857
515,63086,28382,96436,98922,56764,98922,134590,35668,171855
516,63085,28381,96435,98920,56762,98920,134585,35665,171854
517,63084,28380,96433,98917,56760,98917,134580,35663,171853
518,63083,28379,96431,98915,56758,98915,134575,35660,171851
519,63082,28378,96430,98913,56756,98913,134570,35657,171850
520,63081,28377,96428,98911,56754,98911,134565,35654,171848
521,63080,28376,96426,98909,56752,98909,134560,35651,171847
522,63079,28375,96425,98907,56750,98907,134555,35648,171845
523,63078,28374,96423,98905,56748,98905,134550,35645,171844
524,63077,28373,96421,98903,56746,98903,134545,35642,171842
525,63076,28372,96419,98901,56744,98901,134540,35639,171841
526,63075,28371,96418,98899,56742,98899,134535,35636,171839
527,63074,28370,96416,98896,56740,98896,134530,35634,171838
528,63073,28369,96414,98894,56738,98894,134525,35631,171837
529,63072,28368,96413,98892,56736,98892,134520,35628,171835
530,63071,28367,96411,98890,56734,98890,134515,35625,171834
531,63070,28366,96409,98888,56732,98888,134510,35622,171832
532,63069,28365,96408,98886,56730,98886,134505,35619,171831
533,63068,28364,96406,98884,56728,98884,134500,35616,171829
534,63067,28363,96404,98882,56726,98882,134495,35613,171828
535,63066,28362,96402,98880,56724,98880,134490,35610,171826
536,63065,28361,96401,98878,56722,98878,134485,35607,171825
537,63064,28360,96399,98876,56720,98876,134480,35604,171823
538,63063,28359,96397,98873,56718,98873,134475,35602,171822
539,63062,28358,96396,98871,56716,98871,134470,35599,171821
540,63061,28357,96394,98869,56714,98869,134465,35596,171819
541,63060,28356,96392,98867,56712,98867,134460,35593,171818
542,63059,28355,96391,98865,56710,98865,134455,35590,171816
543,63058,28354,96389,98863,56708,98863,134450,35587,171815
544,63057,28353,96387,98861,56706,98861,134445,35584,171813
545,63056,28352,96385,98859,56704,98859,134440,35581,171812
546,63055,28351,96384,98857,56702,98857,134435,35578,171810
547,63054,28350,96382,98855,56700,98855,134430,35575,171809
548,63053,28349,96380,98853,56698,98853,134425,35572,171807
549,63052,28348,96379,98850,56696,98850,134420,35570,171806
550,63051,28347,96377,98848,56694,98848,134415,35567,171805
551,63050,28346,96375,98846,56692,98846,134410,35564,171803
552,63049,28345,96374,98844,56690,98844,134405,35561,171802
553,63048,28344,96372,98842,56688,98842,134400,35558,171800
554,63047,28343,96370,98840,56686,98840,134395,35555,171799
555,63046,28342,96368,98838,56684,98838,134390,35552,171797
556,63045,28341,96367,98836,56682,98836,134385,35549,171796
557,63044,28340,96365,98834,56680,98834,134380,35546,171794
558,63043,28339,96363,98832,56678,98832,134375,35543,171793
559,63042,28338,96362,98830,56676,98830,134370,35540,171791
560,63041,28337,96360,98827,56674,98827,134365,35538,171790
561,63040,28336,96358,98825,56672,98825,134360,35535,171789
562,63039,28335,96357,98823,56670,98823,134355,35532,171787
563,63038,28334,96355,98821,56668,98821,134350,35529,171786
564,63037,28333,96353,98819,56666,98819,134345,35526,171784
565,63036,28332,96351,98817,56664,98817,134340,35523,171783
566,63035,28331,96350,98815,56662,98815,134335,35520,171781
567,63034,28330,96348,98813,56660,98813,134330,35517,171780
568,63033,28329,96346,98811,56658,98811,134325,35514,171778
569,63032,28328,96345,98809,56656,98809,134320,35511,171777
570,63031,28327,96343,98807,56654,98807,134315,35508,171775
571,63030,28326,96341,98804,56652,98804,134310,35506,171774
572,63029,28325,96340,98802,56650,98802,134305,35503,171773
573,63028,28324,96338,98800,56648,98800,134300,35500,171771
574,63027,28323,96336,98798,56646,98798,134295,35497,171770
575,63026,28322,96334,98796,56644,98796,134290,35494,171768
576,63025,28321,96333,98794,56642,98794,134285,35491,171767
577,63024,28320,96331,98792,56640,98792,134280,35488,171765
578,63023,28319,96329,98790,56638,98790,134275,35485,171764
579,63022,28318,96328,98788,56636,98788,134270,35482,171762
580,63021,28317,96326,98786,56634,98786,134265,35479,171761
581,63020,28316,96324,98783,56632,98783,134260,35477,171760
582,63019,28315,96323,98781,56630,98781,134255,35474,171758
583,63018,28314,96321,98779,56628,98779,134250,35471,171757
584,63017,28313,96319,98777,56626,98777,134245,35468,171755
585,63016,28312,96317,98775,56624,98775,134240,35465,171754
586,63015,28311,96316,98773,56622,98773,134235,35462,171752
587,63014,28310,96314,98771,56620,98771,134230,35459,171751
588,63013,28309,96312,98769,56618,98769,134225,35456,171749
589,63012,28308,96311,98767,56616,98767,134220,35453,171748
590,63011,28307,96309,98765,56614,98765,134215,35450,171746
591,63010,28306,96307,98763,56612,98763,134210,35447,171745
592,63009,28305,96306,98760,56610,98760,134205,35445,171744
593,63008,28304,96304,98758,56608,98758,134200,35442,171742
594,63007,28303,96302,98756,56606,98756,134195,35439,171741
595,63006,28302,96300,98754,56604,98754,134190,35436,171739
596,63005,28301,96299,98752,56602,98752,134185,35433,171738
597,63004,28300,96297,98750,56600,98750,134180,35430,171736
598,63003,28299,96295,98748,56598,98748,134175,35427,171735
599,63002,28298,96294,98746,56596,98746,134170,35424,171733
600,63001,28297,96292,98744,56594,98744,134165,35421,171732
601,63000,28296,96290,98742,56592,98742,134160,35418,171730
602,62999,28295,96289,98739,56590,98739,134155,35416,171729
603,62998,28294,96287,98737,56588,98737,134150,35413,171728
604,62997,28293,96285,98735,56586,98735,134145,35410,171726
605,62996,28292,96283,98733,56584,98733,134140,35407,171725
606,62995,28291,96282,98731,56582,98731,134135,35404,171723
607,62994,28290,96280,98729,56580,98729,134130,35401,171722
608,62993,28289,96278,98727,56578,98727,134125,35398,171720
609,62992,28288,96277,98725,56576,98725,134120,35395,171719
610,62991,28287,96275,98723,56574,98723,134115,35392,171717
611,62990,28286,96273,98721,56572,98721,134110,35389,171716
612,62989,28285,96272,98719,56570,98719,134105,35386,171714
613,62988,28284,96270,98716,56568,98716,134100,35384,171713
614,62987,28283,96268,98714,56566,98714,134095,35381,171712
615,62986,28282,96266,98712,56564,98712,134090,35378,171710
616,62985,28281,96265,98710,56562,98710,134085,35375,171709
617,62984,28280,96263,98708,56560,98708,134080,35372,171707
618,62983,28279,96261,98706,56558,98706,134075,35369,171706
619,62982,28278,96260,98704,56556,98704,134070,35366,171704
620,62981,28277,96258,98702,56554,98702,134065,35363,171703
621,62980,28276,96256,98700,56552,98700,134060,35360,171701
622,62979,28275,96254,98698,56550,98698,134055,35357,171700
623,62978,28274,96253,98696,56548,98696,134050,35354,171698
624,62977,28273,96251,98693,56546,98693,134045,35352,171697
625,62976,28272,96249,98691,56544,98691,134040,35349,171696
626,62975,28271,96248,98689,56542,98689,134035,35346,171694
627,62974,28270,96246,98687,56540,98687,134030,35343,171693
628,62973,28269,96244,98685,56538,98685,134025,35340,171691
629,62972,28268,96243,98683,56536,98683,134020,35337,171690
630,62971,28267,96241,98681,56534,98681,134015,35334,171688
631,62970,28266,96239,98679,56532,98679,134010,35331,171687
632,62969,28265,96237,98677,56530,98677,134005,35328,171685
633,62968,28264,96236,98675,56528,98675,134000,35325,171684
634,62967,28263,96234,98672,56526,98672,133995,35323,171683
635,62966,28262,96232,98670,56524,98670,133990,35320,171681
636,62965,28261,96231,98668,56522,98668,133985,35317,171680
637,62964,28260,96229,98666,56520,98666,133980,35314,171678
638,62963,28259,96227,98664,56518,98664,133975,35311,171677
639,62962,28258,96226,98662,56516,98662,133970,35308,171675
640,62961,28257,96224,98660,56514,98660,133965,35305,171674
641,62960,28256,96222,98658,56512,98658,133960,35302,171672
642,62959,28255,96220,98656,56510,98656,133955,35299,171671
643,62958,28254,96219,98654,56508,98654,133950,35296,171669
644,62957,28253,96217,98652,56506,98652,133945,35293,171668
645,62956,28252,96215,98649,56504,98649,133940,35291,171667
646,62955,28251,96214,98647,56502,98647,133935,35288,171665
647,62954,28250,96212,98645,56500,98645,133930,35285,171664
648,62953,28249,96210,98643,56498,98643,133925,35282,171662
649,62952,28248,96209,98641,56496,98641,133920,35279,171661
650,62951,28247,96207,98639,56494,98639,133915,35276,171659
651,62950,28246,96205,98637,56492,98637,133910,35273,171658
652,62949,28245,96203,98635,56490,98635,133905,35270,171656
653,62948,28244,96202,98633,56488,98633,133900,35267,171655
654,62947,28243,96200,98631,56486,98631,133895,35264,171653
655,62946,28242,96198,98628,56484,98628,133890,35262,171652
656,62945,28241,96197,98626,56482,98626,133885,35259,171651
657,62944,28240,96195,98624,56480,98624,133880,35256,171649
658,62943,28239,96193,98622,56478,98622,133875,35253,171648
659,62942,28238,96191,98620,56476,98620,133870,35250,171646
660,62941,28237,96190,98618,56474,98618,133865,35247,171645
661,62940,28236,96188,98616,56472,98616,133860,35244,171643
662,62939,28235,96186,98614,56470,98614,133855,35241,171642
663,62938,28234,96185,98612,56468,98612,133850,35238,171640
664,62937,28233,96183,98610,56466,98610,133845,35235,171639
665,62936,28232,96181,98608,56464,98608,133840,35232,171637
666,62935,28231,96180,98605,56462,98605,133835,35230,171636
667,62934,28230,96178,98603,56460,98603,133830,35227,171635
668,62933,28229,96176,98601,56458,98601,133825,35224,171633
669,62932,28228,96174,98599,56456,98599,133820,35221,171632
670,62931,28227,96173,98597,56454,98597,133815,35218,171630
671,62930,28226,96171,98595,56452,98595,133810,35215,171629
672,62929,28225,96169,98593,56450,98593,133805,35212,171627
673,62928,28224,96168,98591,56448,98591,133800,35209,171626
674,62927,28223,96166,98589,56446,98589,133795,35206,171624
675,62926,28222,96164,98587,56444,98587,133790,35203,171623
676,62925,28221,96163,98584,56442,98584,133785,35201,171622
677,62924,28220,96161,98582,56440,98582,133780,35198,171620
678,62923,28219,96159,98580,56438,98580,133775,35195,171619
679,62922,28218,96157,98578,56436,98578,133770,35192,171617
680,62921,28217,96156,98576,56434,98576,133765,35189,171616
681,62920,28216,96154,98574,56432,98574,133760,35186,171614
682,62919,28215,96152,98572,56430,98572,133755,35183,171613
683,62918,28214,96151,98570,56428,98570,133750,35180,171611
684,62917,28213,96149,98568,56426,98568,133745,35177,171610
685,62916,28212,96147,98566,56424,98566,133740,35174,171608
686,62915,28211,96145,98563,56422,98563,133735,35172,171607
687,62914,28210,96144,98561,56420,98561,133730,35169,171606
688,62913,28209,96142,98559,56418,98559,133725,35166,171604
689,62912,28208,96140,98557,56416,98557,133720,35163,171603
690,62911,28207,96139,98555,56414,98555,133715,35160,171601
691,62910,28206,96137,98553,56412,98553,133710,35157,171600
692,62909,28205,96135,98551,56410,98551,133705,35154,171598
693,62908,28204,96134,98549,56408,98549,133700,35151,171597
694,62907,28203,96132,98547,56406,98547,133695,35148,171595
695,62906,28202,96130,98545,56404,98545,133690,35145,171594
696,62905,28201,96128,98543,56402,98543,133685,35142,171592
697,62904,28200,96127,98540,56400,98540,133680,35140,171591
698,62903,28199,96125,98538,56398,98538,133675,35137,171590
699,62902,28198,96123,98536,56396,98536,133670,35134,171588
700,62901,28197,96122,98534,56394,98534,133665,35131,171587
701,62900,28196,96120,98532,56392,98532,133660,35128,171585
702,62899,28195,96118,98530,56390,98530,133655,35125,171584
703,62898,28194,96117,98528,56388,98528,133650,35122,171582
704,62897,28193,96115,98526,56386,98526,133645,35119,171581
705,62896,28192,96113,98524,56384,98524,133640,35116,171579
706,62895,28191,96111,98522,56382,98522,133635,35113,171578
707,62894,28190,96110,98519,56380,98519,133630,35111,171577
708,62893,28189,96108,98517,56378,98517,133625,35108,171575
709,62892,28188,96106,98515,56376,98515,133620,35105,171574
710,62891,28187,96105,98513,56374,98513,133615,35102,171572
711,62890,28186,96103,98511,56372,98511,133610,35099,171571
712,62889,28185,96101,98509,56370,98509,133605,35096,171569
713,62888,28184,96099,98507,56368,98507,133600,35093,171568
714,62887,28183,96098,98505,56366,98505,133595,35090,171566
715,62886,28182,96096,98503,56364,98503,133590,35087,171565
716,62885,28181,96094,98501,56362,98501,133585,35084,171563
717,62884,28180,96093,98498,56360,98498,133580,35082,171562
718,62883,28179,96091,98496,56358,98496,133575,35079,171561
719,62882,28178,96089,98494,56356,98494,133570,35076,171559
720,62881,28177,96088,98492,56354,98492,133565,35073,171558
721,62880,28176,96086,98490,56352,98490,133560,35070,171556
722,62879,28175,96084,98488,56350,98488,133555,35067,171555
723,62878,28174,96082,98486,56348,98486,133550,35064,171553
724,62877,28173,96081,98484,56346,98484,133545,35061,171552
725,62876,28172,96079,98482,56344,98482,133540,35058,171550
726,62875,28171,96077,98480,56342,98480,133535,35055,171549
727,62874,28170,96076,98478,56340,98478,133530,35052,171547
728,62873,28169,96074,98475,56338,98475,133525,35050,171546
729,62872,28168,96072,98473,56336,98473,133520,35047,171545
730,62871,28167,96070,98471,56334,98471,133515,35044,171543
731,62870,28166,96069,98469,56332,98469,133510,35041,171542
732,62869,28165,96067,98467,56330,98467,133505,35038,171540
733,62868,28164,96065,98465,56328,98465,133500,35035,171539
734,62867,28163,96064,98463,56326,98463,133495,35032,171537
735,62866,28162,96062,98461,56324,98461,133490,35029,171536
736,62865,28161,96060,98459,56322,98459,133485,35026,171534
737,62864,28160,96059,98457,56320,98457,133480,35023,171533
738,62863,28159,96057,98454,56318,98454,133475,35021,171532
739,62862,28158,96055,98452,56316,98452,133470,35018,171530
740,62861,28157,96053,98450,56314,98450,133465,35015,171529
741,62860,28156,96052,98448,56312,98448,133460,35012,171527
742,62859,28155,96050,98446,56310,98446,133455,35009,171526
743,62858,28154,96048,98444,56308,98444,133450,35006,171524
744,62857,28153,96047,98442,56306,98442,133445,35003,171523
745,62856,28152,96045,98440,56304,98440,133440,35000,171521
746,62855,28151,96043,98438,56302,98438,133435,34997,171520
747,62854,28150,96041,98436,56300,98436,133430,34994,171518
748,62853,28149,96040,98433,56298,98433,133425,34992,171517
749,62852,28148,96038,98431,56296,98431,133420,34989,171516
750,62851,28147,96036,98429,56294,98429,133415,34986,171514
